Overall Qual,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Transformed Mas Vnr Area,Transformed Lot Area,Transformed 1st Flr SF,Transformed Gr Liv Area,Transformed Pool Area,Neighborhood_Gilbert,Neighborhood_GrnHill,Neighborhood_NWAmes,Neighborhood_NridgHt,Neighborhood_StoneBr,Neighborhood_Veenker,Roof Matl_ClyTile,Roof Matl_CompShg,Roof Matl_Tar&Grv,Roof Matl_WdShngl,Mas Vnr Type_None,Garage Type_2Types,Garage Type_None,Misc Feature_Elev,Kitchen Qual_encoded,Pool QC_encoded,Bsmt Exposure_encoded,Functional_encoded,Has Garage
7,2,1,3,1,6,0,2,4.8,9.1,6.66,7.41,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
7,2,1,3,1,7,0,2,5.07,9.12,6.78,7.49,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,1,3,1,8,0,2,0.0,9.1,6.78,7.45,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
7,2,0,3,1,6,0,2,4.84,9.15,7.3,7.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,0,3,1,6,1,2,4.61,9.46,7.31,7.31,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
7,2,1,3,1,7,1,2,5.15,9.43,6.87,7.49,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,1,3,1,6,0,2,0.0,9.41,6.83,7.51,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,3,1,6,1,2,5.09,9.33,6.83,7.49,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
5,1,0,3,1,5,0,1,0.0,9.13,6.84,6.84,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
5,2,0,3,1,6,0,1,5.4,9.03,6.89,6.89,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,7,1
5,1,0,3,1,5,0,2,5.2,9.41,7.07,7.07,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,7,1
6,1,0,3,1,5,0,2,0.0,9.3,6.93,6.93,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,4,7,1
5,1,1,3,1,5,1,2,5.18,9.13,6.98,6.98,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,7,1
5,2,0,2,1,5,0,2,0.0,9.57,7.35,7.35,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,5,1
5,1,0,3,1,5,0,1,0.0,8.99,6.83,6.83,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,5,0,1,0.0,8.88,6.76,6.76,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
5,1,0,2,1,4,0,1,0.0,8.88,6.66,6.66,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
8,2,0,3,1,7,1,2,5.64,9.18,7.49,7.49,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
8,2,1,3,1,7,1,2,0.0,9.16,7.03,7.62,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,3,1,7,1,3,0.0,9.24,6.9,7.53,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,3,1,8,1,2,5.43,9.25,7.16,7.68,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
8,2,1,3,1,7,2,3,5.77,9.11,6.91,7.52,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
7,2,1,3,1,8,1,2,5.31,9.34,7.05,7.62,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
8,2,1,3,1,7,1,2,5.98,9.13,6.96,7.72,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
9,2,1,3,1,7,1,3,4.91,9.18,7.22,7.57,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
8,2,0,3,1,6,1,3,5.48,9.61,7.49,7.49,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
8,2,1,4,1,9,1,2,0.0,9.33,7.05,7.74,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,2,7,1
7,2,1,3,1,8,0,2,5.53,9.01,6.79,7.48,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,1,4,1,9,1,2,0.0,9.3,7.03,7.75,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,3,1,6,0,2,0.0,8.89,6.68,7.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
8,2,1,3,1,7,1,2,5.26,9.37,6.79,7.48,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
7,2,1,4,1,8,1,2,0.0,9.08,6.84,7.55,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,1,0,1,1,3,0,2,5.14,8.4,6.74,6.74,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
6,1,0,1,1,3,0,2,5.33,8.4,6.74,6.74,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
6,2,0,3,1,7,1,2,5.38,9.48,7.31,7.31,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
6,2,0,2,2,8,0,3,0.0,9.22,7.52,7.52,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,4,7,1
7,2,0,3,1,7,0,2,4.74,9.12,7.34,7.34,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
7,2,1,3,1,8,0,2,5.28,9.04,6.75,7.44,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,0,3,1,6,0,2,3.93,9.19,7.28,7.28,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
7,2,0,3,1,8,0,2,5.59,9.04,7.27,7.27,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
7,2,1,3,1,6,0,2,0.0,9.03,6.65,7.37,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
8,2,0,3,1,7,0,2,0.0,9.31,7.12,7.12,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
7,2,0,3,1,6,0,3,5.36,9.31,7.36,7.36,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,0,3,1,6,0,2,0.0,9.17,7.22,7.22,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
7,2,1,3,1,7,1,2,0.0,9.01,6.59,7.28,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
6,1,0,1,1,3,1,2,5.0,8.4,6.74,6.74,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
6,1,0,1,1,3,1,2,5.0,8.4,6.74,6.74,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
6,1,0,1,1,3,1,2,5.33,8.4,6.74,6.74,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
6,1,0,1,1,4,1,2,5.14,8.4,6.74,6.74,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
5,1,0,2,1,4,0,0,0.0,9.08,6.68,6.68,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
5,2,2,4,2,9,0,0,0.0,9.08,7.15,7.7,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
5,1,0,3,1,6,0,1,0.0,9.19,7.0,7.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,1,3,1,6,0,1,0.0,9.2,7.14,7.14,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,6,0,2,5.41,9.4,6.94,6.94,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,7,1
6,1,1,3,1,6,1,2,4.44,8.78,7.03,7.03,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,1,0,3,1,6,1,0,0.0,9.54,6.9,6.9,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
4,2,0,3,1,6,0,2,0.0,9.21,7.07,7.07,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
7,2,1,3,1,7,1,2,4.53,8.84,6.63,7.41,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
6,1,0,3,1,6,1,2,0.0,9.17,7.02,7.02,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
6,1,1,3,1,6,1,2,0.0,8.88,6.53,7.24,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
4,1,1,2,1,5,0,2,0.0,8.86,7.03,7.03,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
5,3,1,5,1,11,2,2,0.0,10.76,8.25,8.25,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,7,1
10,2,1,3,1,12,3,2,6.68,11.06,8.45,8.64,6.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,4,7,1
6,1,0,2,1,5,0,2,4.39,8.21,6.98,6.98,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,7,1
4,2,0,2,2,6,0,0,0.0,8.71,7.05,7.05,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,7,0
4,2,0,2,2,6,0,0,0.0,8.7,7.05,7.05,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,7,0
4,2,0,4,2,8,0,0,5.6,9.4,7.27,7.27,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,7,0
4,2,0,2,2,6,0,0,4.08,8.83,7.05,7.05,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,7,0
4,1,0,2,1,4,0,0,0.0,8.84,6.67,6.67,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,3,7,0
5,1,1,2,1,5,0,0,0.0,9.41,6.37,6.96,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,0,1,7,0
5,1,1,4,1,8,0,0,0.0,8.99,6.84,7.04,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,6,0
4,1,0,2,1,5,0,1,4.75,9.16,6.84,6.84,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,1,0,3,1,6,0,1,0.0,9.37,6.65,7.09,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,2,0,4,1,7,0,1,0.0,9.01,6.91,7.29,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,1,3,1,8,0,1,0.0,9.71,6.77,7.24,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,0,3,1,6,0,1,0.0,8.95,7.09,7.09,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
4,1,1,3,1,6,0,1,0.0,8.55,6.86,7.16,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
5,1,0,2,1,5,0,0,0.0,8.63,6.76,6.76,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
3,1,0,2,1,5,0,0,0.0,9.02,6.76,6.76,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
5,2,0,6,1,9,0,0,0.0,8.65,6.84,7.45,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,7,0
6,2,0,4,1,7,0,1,0.0,9.41,6.7,7.3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,7,1
5,2,1,4,1,8,1,1,0.0,9.04,6.96,7.69,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,0,4,1,7,1,2,0.0,9.04,7.24,7.44,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
7,2,0,2,1,7,1,1,5.16,8.89,7.26,7.26,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,1,1,4,1,7,0,0,0.0,9.05,6.93,7.58,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,3,7,0
5,3,1,4,1,8,0,2,0.0,9.19,6.9,7.86,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,2,4,2,10,2,2,0.0,8.96,6.87,7.56,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,2,1,6,1,1,0.0,9.1,6.51,7.18,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,0,3,1,11,1,2,0.0,9.35,7.26,7.85,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,6,1
6,2,0,4,1,8,0,1,0.0,9.65,6.73,7.43,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,3,1,6,0,2,0.0,9.65,6.52,7.14,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,2,1,4,0,1,0.0,8.75,6.67,6.67,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,7,1
8,2,0,3,1,7,1,1,0.0,8.94,6.68,7.32,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,1,0,3,1,6,0,1,0.0,9.26,7.06,7.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,2,1
6,1,0,4,1,7,1,2,0.0,9.17,6.71,7.38,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
7,1,1,3,1,6,1,1,0.0,8.88,6.75,7.32,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,1,3,1,6,1,1,0.0,9.39,6.75,7.42,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,2,0,4,1,7,1,1,0.0,9.37,7.14,7.57,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,5,1
5,1,0,3,1,6,0,1,0.0,9.13,6.84,7.23,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,2,1,5,1,1,4.49,8.96,7.0,7.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
8,1,1,4,1,9,2,2,3.71,9.18,6.89,7.54,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
8,3,1,4,1,11,2,3,6.45,9.55,7.59,8.15,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
7,1,1,3,1,8,2,2,5.75,9.66,7.04,7.58,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,1,3,1,8,2,2,0.0,9.42,7.11,7.68,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
5,2,1,3,1,7,2,2,0.0,10.17,7.55,7.55,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,3,1,7,1,2,4.29,9.6,7.4,7.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
6,1,0,2,1,5,1,2,0.0,7.54,6.25,6.94,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,1,3,1,6,1,2,0.0,7.58,6.58,7.35,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,2,1,5,0,1,0.0,8.85,6.82,6.82,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,3,1,5,0,1,0.0,8.7,6.63,6.99,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,0,2,1,5,0,0,0.0,8.2,6.68,6.68,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
6,1,0,2,1,5,0,1,0.0,8.68,6.71,6.71,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
5,1,0,2,1,4,1,1,0.0,8.84,6.66,6.66,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,4,1,7,0,0,0.0,9.01,6.66,7.09,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
5,1,1,3,1,7,1,1,0.0,8.7,7.0,7.41,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,4,1
5,1,0,2,1,5,0,1,0.0,8.91,6.82,6.82,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,2,0,4,1,7,0,1,5.09,9.11,7.05,7.58,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
1,1,0,2,1,4,0,2,0.0,9.59,6.6,6.6,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1
4,1,0,2,1,6,0,1,0.0,8.57,6.72,7.22,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,0,3,1,6,0,1,0.0,9.05,6.48,7.18,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,0,2,1,5,0,1,0.0,8.55,6.51,6.96,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
3,1,0,2,1,6,0,3,0.0,9.8,6.8,6.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,1,3,1,5,0,1,0.0,9.11,6.07,6.76,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,5,1
8,2,0,2,1,5,1,2,5.23,8.63,7.41,7.41,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
8,2,0,2,1,5,1,2,5.23,8.25,7.41,7.41,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,7,1
7,2,0,2,1,5,1,2,5.16,8.25,7.41,7.41,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,7,1
8,2,0,2,1,5,1,2,5.16,8.25,7.41,7.41,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
7,3,0,3,1,7,0,3,6.51,10.07,7.62,7.62,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
8,2,0,3,1,7,2,3,5.0,9.49,7.43,7.43,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,1,3,1,8,1,3,0.0,9.31,6.81,7.51,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,2,7,1
6,1,0,3,1,6,1,1,0.0,9.2,7.02,7.02,6.36,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,4,3,7,1
6,2,0,3,1,6,2,2,0.0,9.22,7.15,7.15,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,2,2,4,2,8,0,2,0.0,9.24,6.84,7.54,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,1
4,2,0,3,1,6,1,2,0.0,9.21,7.43,7.43,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,2,0,3,1,7,2,2,0.0,12.01,7.39,7.49,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,4,7,1
7,2,0,2,1,6,1,2,5.83,8.32,7.31,7.31,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
8,2,0,2,1,10,1,2,0.0,9.65,7.97,7.97,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,7,1
8,2,0,3,1,8,0,3,5.56,9.36,7.34,7.34,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
8,2,0,3,1,7,1,3,5.83,9.16,7.41,7.41,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
8,2,1,3,1,6,1,2,0.0,9.46,6.83,7.48,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
5,2,1,3,1,6,0,2,0.0,9.19,6.57,7.27,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,2,1,3,1,7,0,2,0.0,9.18,6.63,7.24,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,3,1,6,0,3,4.11,9.39,6.68,7.39,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
6,2,0,3,1,8,1,2,4.86,9.46,7.31,7.31,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,2,0,3,1,7,1,2,4.89,9.43,7.41,7.41,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,5,1
6,2,0,3,1,6,1,2,5.43,9.81,7.14,7.14,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
6,2,0,3,1,5,1,2,5.39,9.23,7.32,7.32,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
8,2,0,3,1,7,1,2,5.33,9.32,7.27,7.27,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
6,2,0,3,1,6,0,2,0.0,8.98,7.42,7.42,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,2,7,1
8,2,1,4,1,10,2,3,5.42,9.41,7.3,7.72,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
8,2,0,3,1,7,1,2,0.0,9.35,7.46,7.46,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
8,2,1,3,1,7,1,3,6.51,9.35,7.58,7.58,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
7,2,0,2,2,8,0,4,5.3,9.1,7.2,7.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,7,1
7,2,0,2,2,8,0,4,5.3,8.86,7.2,7.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,7,1
5,1,0,2,1,5,0,0,0.0,9.14,7.0,7.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
6,2,0,2,1,4,0,2,5.29,8.41,7.08,7.08,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
4,1,0,3,1,6,0,3,4.6,9.56,7.09,7.09,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,3,7,1
5,1,0,3,1,6,0,2,0.0,8.35,6.95,6.95,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,1,3,1,4,1,1,0.0,7.89,6.42,7.17,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,7,1
5,2,0,4,1,6,1,1,0.0,7.89,6.83,7.3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,0,2,1,5,0,1,0.0,7.59,6.27,6.9,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
4,1,0,1,1,4,1,1,0.0,7.38,6.27,6.9,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,4,7,1
5,1,0,3,1,6,0,1,0.0,9.8,7.06,7.06,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,1,3,1,6,0,0,0.0,7.3,6.3,7.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
4,1,0,1,1,3,0,0,0.0,7.54,6.45,6.45,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,3,7,0
5,1,0,2,1,4,0,2,0.0,9.99,6.9,6.9,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,2,1,4,0,1,0.0,8.78,6.71,6.71,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,5,0,1,0.0,8.85,6.83,6.83,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,5,1,1,0.0,8.79,6.71,6.71,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
5,1,0,2,1,4,0,2,0.0,8.79,6.71,6.71,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,6,0,1,0.0,8.79,6.74,6.74,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,0,4,1,7,0,1,0.0,9.43,6.89,7.47,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,4,1
5,1,0,3,1,6,0,2,0.0,9.43,6.79,6.79,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,2,1,4,1,7,1,2,5.45,9.31,7.06,7.59,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,5,1
5,2,0,4,1,7,0,1,0.0,10.94,7.05,7.52,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,3,1
6,2,0,3,1,7,1,2,5.71,9.28,7.37,7.37,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
7,1,0,2,1,5,1,2,0.0,9.27,7.15,7.15,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,4,7,1
7,2,0,3,1,8,2,2,7.02,9.52,7.71,7.71,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,7,1
8,2,0,4,1,8,1,2,0.0,9.67,7.7,7.7,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,4,7,1
7,2,1,3,1,7,1,2,0.0,9.43,6.74,7.46,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,4,7,1
6,2,1,3,1,7,1,2,0.0,9.25,6.69,7.36,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,0,3,1,6,0,2,0.0,9.54,6.68,7.29,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
6,2,1,3,1,7,1,2,0.0,9.08,6.82,7.38,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
6,2,1,3,1,7,1,2,0.0,9.09,6.63,7.23,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
