Overall Qual,Overall Cond,House Age,Restore Age,Full Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Transformed Lot Frontage,Transformed Mas Vnr Area,Transformed BsmtFin SF 1,Transformed Bsmt Unf SF,Transformed Total Bsmt SF,Transformed Garage Area,Transformed Lot Area,Transformed 1st Flr SF,Transformed 2nd Flr SF,Transformed Gr Liv Area,Transformed Open Porch SF,MS SubClass_60,Mas Vnr Type_None,Foundation_CBlock,Foundation_PConc,Garage Type_Attchd,Garage Type_Detchd,Exter Qual_encoded,Bsmt Qual_encoded,Heating QC_encoded,Kitchen Qual_encoded,Fireplace Qu_encoded,Bsmt Exposure_encoded,BsmtFin Type 1_encoded,Garage Finish_encoded,Garage Age
5,5,105,65,2,10,0,2,4.11,0.0,5.46,6.61,6.88,5.98,9.17,7.23,6.88,7.76,0.0,0,1,0,0,0,0,3,3,3,3,0,1,3,1,95
6,5,108,75,1,8,1,2,4.11,0.0,5.77,6.03,6.6,5.98,9.17,7.03,6.83,7.63,0.0,0,1,0,0,0,1,3,4,2,3,4,1,3,1,75
5,9,120,20,1,7,0,0,4.11,0.0,0.0,6.35,6.35,0.0,8.7,6.79,6.49,7.34,4.36,0,1,0,0,0,0,4,2,5,4,0,1,1,0,0
7,9,97,20,2,7,1,2,4.11,0.0,4.96,6.31,6.54,5.89,9.17,6.54,6.54,7.23,0.0,0,1,0,0,0,1,3,3,5,4,4,1,3,1,97
6,7,120,25,2,7,1,2,4.11,0.0,0.0,6.18,6.18,6.51,9.29,7.11,6.54,7.56,3.26,0,1,0,0,0,1,3,2,5,3,3,1,1,1,22
6,6,111,24,2,9,1,0,3.58,0.0,0.0,6.61,6.61,0.0,8.75,6.61,6.61,7.3,5.68,0,1,1,0,0,0,3,3,5,3,4,1,1,0,0
8,5,153,38,2,8,0,0,3.93,0.0,5.56,6.05,6.53,0.0,8.57,6.84,7.1,7.77,4.01,0,1,0,0,0,0,3,3,2,3,0,1,2,0,0
7,7,99,75,1,5,1,1,4.11,0.0,0.0,6.35,6.35,5.67,8.65,6.35,6.29,7.01,0.0,0,1,0,1,0,1,3,3,3,3,4,1,1,1,43
10,9,132,25,3,9,1,2,4.33,0.0,0.0,7.12,7.12,6.78,9.51,7.33,7.13,7.93,6.22,0,1,0,0,0,1,5,3,4,4,4,1,1,1,37
2,1,105,75,1,5,0,2,4.11,0.0,0.0,6.58,6.58,5.99,9.34,6.58,5.9,6.99,3.22,0,1,0,0,0,1,2,2,3,3,0,1,1,1,105
7,7,135,26,2,10,1,2,4.11,0.0,0.0,7.18,7.18,5.84,9.29,7.18,7.08,7.82,5.7,0,1,0,0,0,1,3,3,4,3,4,2,1,1,75
5,6,66,66,1,5,0,1,4.19,5.11,5.3,6.67,6.89,5.73,9.19,6.89,0.0,6.89,0.0,0,0,1,0,0,1,3,3,4,2,0,1,3,1,66
5,5,71,71,2,7,0,1,4.41,5.82,0.0,6.96,6.96,5.87,9.41,6.96,6.61,7.49,0.0,0,0,0,0,1,0,3,3,5,3,0,1,1,1,71
5,5,69,69,1,4,0,1,4.26,0.0,0.0,0.0,0.0,5.73,9.45,6.78,0.0,6.78,3.83,0,1,0,1,0,1,3,0,4,3,0,0,0,1,69
4,6,67,19,1,5,0,1,3.97,0.0,0.0,6.77,6.77,5.73,9.05,7.0,0.0,7.0,0.0,0,1,1,0,0,1,3,3,3,3,0,1,1,1,66
5,7,97,42,1,5,1,1,4.03,0.0,6.01,5.8,6.92,5.67,8.87,7.04,0.0,7.04,0.0,0,1,0,0,0,1,4,3,3,3,1,1,2,1,33
7,7,80,75,1,8,0,1,3.95,0.0,0.0,6.51,6.51,5.53,8.91,7.09,6.16,7.42,0.0,0,1,1,0,1,0,3,3,4,4,0,1,1,1,80
5,6,95,65,1,4,0,1,3.93,0.0,0.0,6.61,6.61,5.73,9.12,6.66,0.0,6.84,0.0,0,1,0,0,0,1,3,3,3,3,0,1,1,1,37
5,5,90,75,2,6,1,1,4.03,0.0,5.17,6.75,6.93,5.48,8.86,7.04,6.39,7.46,3.43,0,1,0,0,0,1,3,3,3,3,4,1,3,1,75
5,6,101,75,1,5,0,0,3.93,0.0,6.67,0.0,6.67,0.0,8.72,6.67,0.0,6.67,0.0,0,1,0,0,0,0,3,3,4,4,0,1,5,0,0
5,7,84,19,1,6,0,1,3.93,0.0,6.4,4.29,6.51,5.48,8.52,6.73,5.94,7.1,0.0,0,1,1,0,0,1,3,3,5,4,0,1,5,1,84
6,9,125,25,1,6,0,1,4.09,0.0,0.0,6.32,6.32,5.3,8.68,6.6,6.32,7.16,4.73,0,1,0,0,0,1,3,3,5,3,0,1,1,1,99
6,7,85,36,1,6,1,1,3.93,0.0,6.26,6.13,6.89,5.48,8.7,6.92,6.49,7.42,2.48,0,1,1,0,0,1,3,3,5,4,4,1,5,1,85
5,7,101,22,1,5,1,2,3.93,0.0,0.0,6.86,6.86,5.92,8.7,6.86,0.0,6.86,0.0,0,1,0,0,0,1,3,3,5,3,2,1,1,1,101
6,7,96,75,1,5,1,1,3.93,0.0,0.0,6.76,6.76,5.34,8.7,6.86,5.34,7.06,0.0,0,1,0,0,0,0,3,3,3,3,4,1,1,2,96
6,7,88,25,2,5,0,1,3.93,0.0,5.31,6.14,6.72,6.51,8.7,6.72,6.51,7.31,0.0,0,1,0,0,0,1,3,3,5,3,0,1,3,1,21
6,5,86,75,2,7,1,1,3.93,0.0,5.58,6.17,6.61,5.48,8.7,6.77,6.15,7.2,0.0,0,1,1,0,0,1,3,3,5,3,4,1,2,1,86
6,7,99,75,1,6,0,1,3.93,0.0,0.0,6.9,6.9,5.08,8.52,6.92,0.0,6.92,0.0,0,1,0,0,0,1,3,3,5,3,0,1,1,1,99
5,7,105,28,1,6,1,1,4.11,0.0,4.23,6.21,6.34,5.87,8.62,6.34,6.48,7.1,0.0,0,1,0,0,0,0,3,3,3,3,4,1,5,2,105
4,7,79,75,1,4,0,1,4.61,0.0,0.0,0.0,0.0,5.64,8.69,6.8,0.0,6.8,0.0,0,1,0,1,0,1,3,0,3,3,0,0,0,1,79
4,7,96,75,1,6,0,1,3.97,0.0,4.39,6.44,6.56,5.82,8.74,6.44,6.24,7.04,5.9,0,1,0,1,0,1,3,3,5,3,0,1,4,1,35
5,6,80,30,1,6,0,1,3.95,0.0,0.0,0.0,0.0,5.11,8.72,6.7,0.0,6.7,3.89,0,1,1,0,1,0,3,0,4,3,0,0,0,1,100
5,7,95,33,2,8,1,2,3.97,0.0,0.0,6.98,6.98,5.89,8.74,7.03,6.1,7.36,0.0,0,1,0,1,0,1,3,3,3,3,4,1,1,1,95
7,5,86,75,2,7,1,2,3.97,0.0,5.71,6.11,6.9,5.99,8.74,7.13,6.64,7.61,3.04,0,1,0,0,0,1,3,3,3,3,4,2,3,1,86
5,5,102,75,2,7,0,2,3.95,0.0,5.32,6.8,7.0,6.36,8.72,7.11,6.52,7.55,4.94,0,1,0,0,0,1,3,3,3,3,0,1,2,1,65
7,5,94,75,2,8,2,2,3.95,0.0,0.0,6.86,6.86,6.15,8.72,6.93,6.62,7.48,0.0,0,1,0,0,0,1,3,3,4,3,3,1,1,1,94
6,8,105,26,2,6,0,2,4.11,0.0,0.0,6.42,6.42,6.22,8.73,6.62,6.42,7.22,0.0,0,1,0,0,0,1,3,2,5,3,0,2,1,3,105
4,6,98,75,1,4,0,1,4.11,0.0,0.0,6.26,6.26,5.48,8.75,6.26,0.0,6.26,0.0,0,1,0,0,0,1,3,3,2,2,0,1,1,1,105
5,5,77,24,1,6,0,1,3.93,0.0,5.82,5.69,6.51,5.48,9.06,6.98,5.37,7.16,0.0,0,1,1,0,0,1,3,3,3,3,0,1,4,1,77
6,7,102,25,1,8,1,2,4.17,0.0,0.0,6.73,6.73,5.92,9.48,6.96,6.68,7.52,0.0,0,1,0,0,0,1,3,3,4,4,4,1,1,1,103
7,6,100,75,2,8,0,1,4.11,0.0,5.8,6.55,6.93,5.48,9.12,7.03,6.53,7.51,4.62,0,1,0,1,0,1,3,3,5,3,0,1,3,1,100
6,4,110,21,2,8,0,2,4.11,0.0,0.0,6.7,6.7,6.51,9.12,7.07,6.3,7.45,5.28,0,1,0,0,0,1,3,3,5,4,0,1,1,1,55
5,5,85,43,1,8,0,1,4.03,0.0,5.99,6.18,6.78,5.48,9.12,6.9,6.25,7.32,0.0,0,1,1,0,0,1,3,3,4,3,0,1,3,1,85
6,7,107,25,1,5,0,1,4.03,0.0,5.35,0.0,6.71,5.62,9.24,6.73,0.0,6.73,0.0,0,1,0,0,0,1,3,3,5,2,0,2,3,3,64
6,8,115,42,2,8,0,1,4.06,0.0,5.28,6.95,7.13,5.89,9.0,7.13,6.61,7.59,0.0,1,1,0,1,0,1,3,3,4,3,0,2,3,0,0
8,7,100,29,1,7,1,1,4.11,0.0,0.0,6.38,6.38,5.43,8.54,6.73,6.73,7.42,4.16,0,1,0,1,0,1,3,3,2,4,4,1,1,1,100
6,8,115,75,1,7,0,1,4.16,0.0,0.0,6.68,6.68,5.43,8.38,6.72,6.67,7.38,5.21,0,1,0,0,0,1,4,4,5,3,0,1,1,1,115
6,6,95,75,1,4,0,2,4.09,0.0,0.0,6.65,6.65,6.09,8.75,6.65,0.0,6.65,0.0,0,1,0,0,0,1,4,3,3,3,0,1,1,1,95
6,6,73,73,1,7,0,1,4.11,0.0,5.92,5.98,6.65,5.73,9.24,6.65,6.65,7.34,5.38,0,1,1,0,0,1,3,3,3,3,0,1,3,1,73
6,6,87,67,2,9,1,2,4.11,0.0,0.0,7.15,7.15,5.99,8.84,7.15,0.0,7.59,3.56,0,1,0,0,0,1,3,3,3,3,4,1,1,1,87
5,6,110,47,2,6,0,2,4.09,0.0,0.0,6.78,6.78,5.99,9.24,6.78,6.06,7.18,0.0,0,1,0,0,0,1,3,3,4,3,0,1,1,1,75
6,7,100,33,1,5,0,2,4.11,0.0,0.0,6.95,6.95,5.77,8.88,6.95,0.0,6.95,4.89,0,1,1,0,0,1,3,3,4,3,0,1,1,1,32
6,6,100,75,2,6,1,1,4.14,0.0,4.8,6.47,6.65,5.95,8.85,6.67,6.11,7.12,0.0,0,1,0,1,0,1,3,3,3,3,4,1,3,1,40
6,7,105,75,1,6,0,0,4.09,0.0,0.0,5.77,5.77,0.0,8.98,6.94,5.92,7.25,4.98,0,1,1,0,0,0,3,3,3,2,0,1,1,0,0
5,7,70,30,1,4,0,2,3.91,0.0,5.2,0.0,6.72,6.58,9.02,6.72,0.0,6.72,3.93,0,1,1,0,0,1,3,3,3,3,0,1,2,2,62
6,7,105,27,1,7,0,0,4.11,0.0,0.0,6.8,6.8,0.0,8.63,6.99,4.71,7.09,4.6,0,1,0,0,0,0,3,3,4,3,0,1,1,0,0
5,8,113,34,1,5,0,2,4.11,0.0,0.0,6.11,6.11,6.36,9.24,6.63,0.0,6.63,0.0,0,1,0,0,0,1,3,2,3,3,0,1,1,1,28
3,3,110,75,2,8,0,0,4.11,0.0,0.0,6.29,6.29,0.0,9.24,6.7,6.29,7.2,0.0,0,1,0,1,0,0,2,3,5,3,0,1,1,0,0
6,7,119,30,1,7,0,1,4.11,0.0,0.0,6.63,6.63,5.38,9.24,6.63,6.57,7.29,0.0,0,1,1,0,0,1,3,3,5,3,0,1,1,1,119
5,6,78,32,1,6,0,1,4.42,0.0,0.0,6.95,6.95,5.48,9.16,6.96,0.0,6.96,4.11,0,1,1,0,0,1,4,3,4,3,0,1,1,1,78
5,5,57,57,1,5,1,1,4.03,0.0,5.53,5.35,6.86,5.78,9.02,7.1,0.0,7.1,4.16,0,1,1,0,1,0,3,3,5,3,3,1,4,1,57
5,5,77,75,2,7,1,1,4.75,0.0,0.0,6.58,6.58,5.75,9.97,6.58,6.31,7.15,0.0,0,1,1,0,1,0,3,3,3,3,4,1,1,1,77
4,4,66,66,2,7,1,2,4.39,0.0,0.0,0.0,0.0,6.52,9.75,7.02,6.15,7.37,4.09,0,1,1,0,0,1,3,0,3,3,4,0,0,3,34
5,7,85,26,2,6,0,0,4.14,0.0,5.86,4.73,6.47,0.0,9.22,6.7,6.31,7.21,0.0,0,1,0,0,0,0,3,3,4,3,0,1,5,0,0
5,6,62,62,1,6,0,2,4.39,0.0,6.67,5.29,6.89,6.09,9.33,6.98,0.0,6.98,0.0,0,1,1,0,0,1,3,4,3,4,0,3,5,1,29
5,5,60,60,1,5,0,1,4.26,0.0,6.81,4.91,6.95,5.95,9.32,6.95,0.0,6.95,0.0,0,1,1,0,0,1,3,3,5,3,0,1,3,1,60
6,5,47,47,1,6,1,2,4.39,3.69,6.27,6.18,6.92,6.18,9.47,7.0,0.0,7.0,0.0,0,0,1,0,1,0,3,3,3,3,2,3,5,1,47
5,7,59,59,1,6,0,1,4.28,3.74,0.0,6.78,6.78,6.01,8.88,6.81,0.0,6.81,0.0,0,0,0,1,1,0,3,3,3,3,0,1,1,1,59
5,7,58,20,1,6,0,1,4.23,0.0,6.63,5.46,6.9,5.69,9.24,6.9,0.0,6.9,0.0,0,1,1,0,1,0,3,3,5,4,0,1,5,2,58
5,7,58,22,1,5,0,2,4.06,0.0,6.56,5.26,6.8,6.11,9.19,6.8,0.0,6.8,0.0,0,1,1,0,1,0,3,3,5,4,0,1,4,2,58
6,8,47,47,1,6,1,2,3.75,3.71,6.11,0.0,6.11,6.22,8.95,6.94,0.0,6.94,0.0,0,0,1,0,0,0,3,4,5,3,1,4,5,3,47
5,5,58,58,1,6,0,1,4.39,5.83,5.4,6.75,6.98,5.6,9.21,6.98,0.0,6.98,4.51,0,0,1,0,1,0,3,3,4,3,0,2,4,2,58
5,5,41,41,1,5,0,2,3.75,0.0,4.65,0.0,6.97,6.23,8.91,7.03,0.0,7.03,0.0,0,1,0,1,1,0,3,4,3,3,0,3,2,1,41
4,4,56,56,0,6,0,2,4.11,0.0,7.09,0.0,7.09,5.99,9.47,7.14,0.0,7.14,0.0,0,1,1,0,0,0,3,4,3,3,0,3,6,1,56
5,4,105,75,1,6,0,2,4.11,0.0,7.17,0.0,7.17,5.99,9.47,7.04,0.0,7.04,0.0,0,1,0,1,0,0,3,3,2,3,0,1,4,1,105
5,3,66,66,1,5,0,0,4.28,0.0,5.67,6.58,6.91,0.0,9.11,6.91,0.0,6.91,3.22,0,1,1,0,0,0,3,3,3,3,0,1,6,0,0
5,6,59,19,1,6,0,1,3.75,0.0,0.0,7.11,7.11,5.61,9.05,7.11,0.0,7.11,4.19,0,1,1,0,1,0,3,3,4,4,0,1,1,1,59
5,8,62,22,1,6,0,1,4.55,0.0,6.45,5.79,6.87,5.71,9.13,6.87,0.0,6.87,0.0,0,1,1,0,1,0,3,3,5,4,0,1,6,3,62
6,8,69,69,1,4,1,2,4.49,0.0,6.66,5.36,6.9,6.43,9.56,7.08,0.0,7.08,4.5,0,1,1,0,1,0,3,3,3,3,3,4,6,1,69
5,5,71,71,1,6,1,1,4.28,0.0,6.97,5.77,7.23,5.87,9.49,7.23,0.0,7.23,4.76,0,1,0,1,1,0,3,4,3,3,4,2,4,1,71
6,7,65,50,1,4,1,2,4.39,0.0,6.06,4.54,7.38,6.34,9.51,7.13,0.0,7.13,0.0,0,1,1,0,1,0,3,4,4,3,4,4,4,2,65
5,6,67,38,1,6,0,1,4.45,0.0,0.0,6.28,6.28,5.71,9.53,6.93,6.36,7.38,3.56,0,1,1,0,0,0,3,3,3,3,0,1,1,2,67
5,8,85,28,1,4,0,1,4.11,0.0,0.0,6.51,6.51,5.48,9.23,6.51,0.0,6.51,0.0,0,1,0,1,0,1,3,3,5,3,0,1,1,1,85
5,3,65,65,2,7,2,2,4.58,5.62,6.9,0.0,6.9,6.44,9.26,7.45,0.0,7.45,4.44,0,0,1,0,0,0,3,3,4,3,3,2,3,1,65
5,7,84,52,1,6,0,3,4.16,0.0,5.82,5.48,6.36,6.44,9.03,6.76,6.19,7.21,0.0,0,1,0,0,0,0,3,3,4,4,0,1,5,1,52
5,8,55,55,1,5,0,3,4.28,0.0,6.56,5.08,6.76,6.82,9.23,6.81,0.0,6.81,0.0,0,1,0,1,0,0,3,4,5,4,0,3,5,1,46
6,5,29,28,1,6,1,2,4.39,0.0,6.91,5.67,7.16,6.07,7.97,7.16,0.0,7.16,0.0,0,1,0,1,1,0,3,4,5,4,4,2,6,1,29
7,5,48,48,2,8,1,2,4.43,5.7,5.97,6.65,7.06,6.23,9.21,7.05,6.77,7.61,4.77,1,0,1,0,1,0,3,4,5,3,3,1,4,3,48
7,6,46,46,2,7,2,2,4.42,0.0,6.4,6.83,7.33,6.17,9.92,7.33,0.0,7.33,0.0,0,1,1,0,1,0,3,4,3,3,4,4,6,3,46
7,7,71,20,1,5,2,2,4.3,0.0,5.42,4.57,7.23,6.09,10.57,7.22,0.0,7.22,0.0,0,1,1,0,1,0,3,4,5,3,3,4,2,1,71
4,6,71,31,1,6,2,2,4.36,0.0,7.02,5.52,7.22,6.27,10.88,7.42,0.0,7.42,4.93,0,1,1,0,1,0,3,4,5,4,4,4,4,3,71
6,7,66,19,1,5,1,1,4.83,4.44,6.58,5.71,6.93,5.75,9.35,7.21,0.0,7.21,0.0,0,0,1,0,0,0,3,3,4,5,4,3,5,2,66
7,5,77,75,1,5,1,1,3.93,0.0,0.0,6.35,6.35,5.52,8.55,6.43,6.14,6.98,0.0,0,1,1,0,1,0,3,3,3,3,4,1,1,1,77
6,5,72,72,1,5,2,2,4.45,5.38,6.22,6.39,7.0,6.21,9.25,7.0,0.0,7.0,0.0,0,0,1,0,1,0,3,3,5,3,4,2,3,2,72
6,8,117,28,3,10,1,2,4.33,0.0,0.0,6.81,6.81,5.89,10.73,7.18,6.96,7.77,3.71,0,1,0,0,0,1,3,3,3,3,4,1,1,1,117
5,7,85,18,1,5,2,0,4.45,0.0,6.94,6.3,7.37,0.0,9.88,7.33,0.0,7.33,3.69,0,1,0,1,0,0,3,3,5,2,4,4,5,0,0
6,7,107,75,2,8,1,2,4.2,0.0,0.0,7.06,7.06,5.98,9.99,7.06,6.24,7.42,3.61,0,1,0,0,0,1,3,4,5,3,4,2,1,3,70
6,7,90,39,2,7,2,2,4.8,0.0,6.44,6.22,7.03,6.29,9.53,7.12,6.77,7.65,0.0,0,1,1,0,0,0,3,3,5,4,3,1,3,1,90
5,6,69,69,1,6,1,1,4.23,0.0,6.77,6.46,7.32,5.78,9.17,7.32,0.0,7.32,0.0,0,1,1,0,1,0,3,3,3,4,3,3,3,1,69
5,5,50,50,1,4,0,0,3.93,0.0,6.76,0.0,6.76,0.0,9.14,6.76,0.0,6.76,0.0,0,1,0,1,0,0,3,4,2,3,0,3,6,0,0
6,8,63,24,1,7,0,1,3.93,5.38,5.78,5.7,6.43,5.64,9.14,6.43,6.48,7.15,5.47,1,0,1,0,0,1,4,3,3,3,0,1,3,1,63
5,8,125,75,1,7,0,1,3.93,0.0,5.49,5.44,6.76,5.95,9.04,6.87,6.01,7.22,4.88,0,1,0,0,0,1,3,3,5,3,0,1,3,1,47
5,7,115,34,1,5,0,0,4.26,0.0,6.88,5.0,7.02,0.0,8.85,6.71,6.27,7.21,0.0,0,1,1,0,0,0,3,4,3,3,0,4,6,0,0
5,5,75,75,1,5,0,1,4.23,0.0,6.95,4.83,7.06,5.48,9.29,7.06,0.0,7.06,3.89,0,1,1,0,0,1,3,3,3,3,0,1,5,1,75
6,5,101,75,1,5,0,0,4.11,0.0,0.0,6.35,6.35,0.0,9.17,6.35,6.26,7.0,2.2,0,1,0,0,0,0,3,3,2,3,0,1,1,0,0
5,6,84,75,1,5,0,1,4.11,0.0,5.47,0.0,6.42,5.3,9.11,6.42,6.21,7.01,0.0,0,1,1,0,0,1,3,3,3,3,0,2,2,1,84
7,5,35,35,2,10,1,2,4.47,4.61,6.99,5.97,7.3,6.24,9.38,7.33,6.68,7.75,4.8,1,0,0,1,1,0,3,4,5,4,5,1,6,1,35
6,5,30,23,2,9,1,2,4.45,5.25,6.66,5.7,6.98,6.42,9.19,7.0,7.45,7.94,3.5,1,0,0,1,0,0,4,4,5,4,3,1,2,3,30
7,5,31,31,2,7,1,2,4.39,5.53,7.15,5.81,7.38,6.28,9.2,7.39,0.0,7.39,3.71,0,0,0,1,1,0,4,4,5,4,3,1,6,2,31
7,5,32,31,2,9,1,2,4.09,0.0,5.87,6.13,6.7,6.12,9.56,7.0,7.0,7.7,4.6,1,1,0,1,1,0,4,4,5,4,3,1,6,2,32
7,5,29,29,2,8,1,2,4.45,0.0,0.0,6.51,6.51,6.16,9.26,7.17,6.6,7.62,3.53,0,1,0,1,1,0,4,4,5,4,3,3,1,3,29
7,5,18,18,2,6,1,2,4.19,0.0,0.0,6.44,6.44,6.18,9.27,6.44,6.59,7.21,3.22,1,1,0,1,0,0,4,4,5,4,4,1,1,3,18
8,5,18,18,2,7,1,3,4.19,5.06,0.0,7.39,7.39,6.76,9.14,7.39,0.0,7.39,3.43,0,0,0,1,1,0,4,4,5,4,4,3,1,2,18
9,5,17,17,2,7,2,3,4.52,6.32,7.64,5.23,7.73,7.21,9.37,7.73,0.0,7.73,0.0,0,0,0,1,1,0,4,4,5,5,4,4,6,2,17
9,5,17,17,2,8,2,3,4.52,6.0,7.05,6.4,7.47,6.77,9.37,7.48,0.0,7.48,3.61,0,0,0,1,1,0,5,5,5,5,4,3,6,3,17
7,5,32,32,2,9,1,3,4.09,0.0,3.93,6.21,6.99,6.52,9.33,6.99,6.93,7.65,5.24,1,1,0,1,1,0,4,4,5,4,3,1,4,1,32
8,5,30,30,2,6,1,3,4.45,5.71,6.65,6.45,7.25,6.7,9.35,7.32,0.0,7.32,3.76,0,0,0,1,1,0,4,4,5,4,2,4,6,3,30
6,6,59,59,2,6,1,2,4.36,0.0,5.57,5.29,7.08,6.08,9.35,7.4,0.0,7.4,0.0,0,1,1,0,1,0,3,4,5,3,4,4,2,1,59
6,5,28,28,2,8,0,2,4.38,0.0,6.14,5.04,6.42,6.4,9.46,6.42,6.98,7.43,4.74,1,1,0,1,1,0,3,4,4,4,0,4,6,2,28
5,7,31,31,1,5,0,2,4.19,0.0,6.58,5.59,6.9,6.27,9.19,6.9,0.0,6.9,0.0,0,1,0,1,0,1,3,4,5,3,0,1,6,1,28
5,6,30,19,1,6,0,1,4.33,0.0,0.0,7.0,7.0,5.87,9.16,7.0,0.0,7.0,0.0,0,1,0,1,1,0,3,4,5,4,0,1,1,1,26
5,5,31,30,1,5,0,2,4.06,0.0,6.53,5.72,6.9,6.51,9.13,6.9,0.0,6.9,0.0,0,1,0,1,0,1,3,4,5,3,0,1,6,1,29
7,5,28,27,2,5,1,2,4.26,5.02,7.18,4.71,7.26,6.33,9.07,7.26,0.0,7.26,4.71,0,0,0,1,1,0,3,4,5,4,3,4,6,2,28
6,5,28,28,2,6,0,2,4.51,4.86,6.54,5.18,6.76,6.4,9.48,6.77,6.8,7.48,4.57,1,0,0,1,1,0,3,4,5,4,0,1,6,2,28
7,5,25,25,2,6,0,2,4.23,4.8,6.27,5.55,6.66,6.28,9.1,6.66,6.77,7.41,4.26,1,0,0,1,1,0,4,4,5,4,0,2,6,2,25
7,5,26,26,2,7,0,2,4.23,5.07,6.45,5.48,6.77,6.38,9.12,6.78,6.81,7.49,4.49,1,0,0,1,1,0,4,4,5,4,0,1,6,2,26
7,5,27,26,2,8,0,2,4.06,0.0,0.0,6.78,6.78,6.27,9.1,6.78,6.74,7.45,5.05,1,1,0,1,1,0,3,4,5,4,0,3,1,3,27
7,5,26,25,2,6,0,2,4.54,4.84,0.0,7.29,7.29,6.36,9.15,7.3,0.0,7.3,3.26,0,0,0,1,1,0,4,4,5,4,0,1,1,2,26
7,5,23,23,2,6,1,2,4.49,4.61,6.83,6.35,7.31,6.27,9.46,7.31,0.0,7.31,3.61,0,0,0,1,1,0,4,4,5,4,3,2,6,2,23
7,5,24,24,2,7,1,2,4.39,5.15,5.89,6.4,6.87,6.34,9.43,6.87,6.72,7.49,4.57,1,0,0,1,1,0,4,4,5,4,3,1,6,2,24
7,5,25,24,2,6,0,2,4.33,0.0,6.5,5.58,6.83,6.44,9.41,6.83,6.8,7.51,3.61,1,1,0,1,1,0,4,4,5,4,0,1,6,2,25
7,5,24,23,2,6,1,2,4.23,5.09,6.19,6.08,6.83,6.41,9.33,6.83,6.77,7.49,3.76,1,0,0,1,1,0,4,4,5,4,3,2,6,2,24
5,6,50,45,1,5,0,1,3.82,0.0,5.64,5.12,6.84,5.73,9.13,6.84,0.0,6.84,0.0,0,1,1,0,0,1,3,4,3,3,0,3,2,1,48
5,8,48,48,2,6,0,1,4.19,5.4,6.39,5.97,6.89,5.8,9.03,6.89,0.0,6.89,0.0,0,0,1,0,1,0,4,4,3,3,0,3,6,1,48
5,6,47,47,1,5,0,2,4.26,5.2,6.66,4.43,6.76,6.27,9.41,7.07,0.0,7.07,0.0,0,0,1,0,1,0,3,4,5,3,0,2,5,1,47
6,6,47,47,1,5,0,2,4.26,0.0,6.23,0.0,6.85,6.36,9.3,6.93,0.0,6.93,0.0,0,1,1,0,0,1,3,4,3,3,0,4,6,1,44
5,6,50,50,1,5,1,2,4.26,5.18,5.69,6.66,6.98,6.36,9.13,6.98,0.0,6.98,0.0,0,0,1,0,0,1,3,3,3,3,2,3,5,1,40
5,6,50,24,2,5,0,2,3.71,0.0,4.49,5.2,6.76,6.09,9.57,7.35,0.0,7.35,0.0,0,1,1,0,1,0,3,3,3,3,0,1,3,3,50
5,6,50,50,1,5,0,1,4.49,0.0,0.0,6.83,6.83,5.64,8.99,6.83,0.0,6.83,0.0,0,1,1,0,0,1,3,4,3,3,0,1,1,1,44
5,7,53,53,1,5,0,1,4.11,0.0,5.97,6.16,6.76,5.87,8.88,6.76,0.0,6.76,0.0,0,1,1,0,0,1,3,3,3,3,0,3,5,1,36
5,7,53,53,1,4,0,1,4.11,0.0,6.45,5.0,6.66,5.87,8.88,6.66,0.0,6.66,0.0,0,1,1,0,0,1,3,3,5,3,0,3,5,1,52
8,5,23,23,2,7,1,2,4.33,5.64,0.0,7.48,7.48,6.28,9.18,7.49,0.0,7.49,5.08,0,0,0,1,1,0,4,4,5,4,4,1,1,2,23
8,5,23,23,2,7,1,2,4.33,0.0,6.69,5.78,7.03,6.36,9.16,7.03,6.81,7.62,5.36,1,1,0,1,1,0,4,4,5,4,4,1,6,2,23
7,5,25,25,2,7,1,3,4.26,0.0,6.6,5.55,6.9,6.73,9.24,6.9,6.77,7.53,5.22,1,1,0,1,1,0,4,4,5,4,3,1,6,2,25
7,5,24,24,2,8,1,2,4.26,5.43,0.0,7.14,7.14,6.35,9.25,7.16,6.77,7.68,4.44,1,0,0,1,1,0,4,4,5,4,3,1,1,2,24
8,5,26,25,2,7,2,3,4.3,5.77,6.51,5.82,6.91,6.49,9.11,6.91,6.74,7.52,4.67,1,0,0,1,1,0,4,4,5,4,3,2,6,3,26
7,5,27,26,2,8,1,2,4.33,5.31,5.53,6.8,7.05,6.3,9.34,7.05,6.78,7.62,4.44,1,0,0,1,1,0,4,4,5,4,3,3,5,3,27
8,5,24,23,2,7,1,2,4.26,5.98,0.0,6.96,6.96,6.81,9.13,6.96,7.1,7.72,3.83,1,0,0,1,0,0,4,4,5,4,3,1,1,3,24
9,5,24,23,2,7,1,3,3.82,4.91,7.09,5.1,7.21,6.59,9.18,7.22,6.37,7.57,4.76,1,0,0,1,0,0,4,4,5,4,3,2,6,3,24
8,5,23,22,2,6,1,3,3.82,5.48,7.34,5.48,7.48,6.57,9.61,7.49,0.0,7.49,3.58,0,0,0,1,1,0,4,5,5,4,4,4,6,2,23
8,5,23,23,2,9,1,2,4.51,0.0,0.0,7.03,7.03,6.66,9.33,7.05,7.04,7.74,0.0,1,1,0,1,1,0,4,4,5,4,4,2,1,1,23
