Overall Qual,Overall Cond,Bsmt Full Bath,Full Bath,Kitchen AbvGr,Transformed Lot Area,Transformed 1st Flr SF,Transformed Gr Liv Area,MS SubClass_85,MS SubClass_180,MS Zoning_FV,Land Contour_Bnk,Neighborhood_Edwards,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_StoneBr,Condition 2_Artery,Condition 2_PosN,House Style_2.5Unf,Roof Style_Flat,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 2nd_PreCast,Foundation_CBlock,Central Air_Y,Sale Condition_Family,Bsmt Qual_encoded,Kitchen Qual_encoded,Fireplace Qu_encoded,Garage Cond_encoded,Paved Drive_encoded
6,7,0,2,1,9.65,6.73,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
6,6,0,1,1,9.65,6.52,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
6,5,0,1,1,8.75,6.67,6.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,2
8,9,1,2,1,8.94,6.68,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,3,1
6,5,0,1,1,9.26,7.06,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
6,3,0,1,1,9.17,6.71,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,3,2
7,6,0,1,1,8.88,6.75,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,3,1
6,7,0,1,1,9.39,6.75,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,3,2
5,6,0,2,1,9.37,7.14,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,4,3,2
5,4,0,1,1,9.13,6.84,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
6,5,0,1,1,8.96,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2
8,6,0,1,1,9.18,6.89,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,3,2
8,9,0,3,1,9.55,7.59,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,4,3,2
7,9,0,1,1,9.66,7.04,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,3,3,2
7,9,1,2,1,9.42,7.11,7.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,3,3,2
5,5,0,2,1,10.17,7.55,7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,2
6,7,1,1,1,9.6,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,4,3,2
6,6,0,1,1,7.54,6.25,6.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
6,6,1,2,1,7.58,6.58,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
6,8,1,1,1,8.85,6.82,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,1
6,8,0,1,1,8.7,6.63,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,3,2
4,4,0,1,1,8.2,6.68,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
6,8,0,1,1,8.68,6.71,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
5,6,0,1,1,8.84,6.66,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,5,2
5,7,0,1,1,9.01,6.66,7.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,2
5,5,0,1,1,8.7,7.0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,1,3,2
5,7,0,1,1,8.91,6.82,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
5,5,0,2,1,9.11,7.05,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
1,5,0,1,1,9.59,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
4,7,0,1,1,8.57,6.72,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2
4,4,0,1,1,9.05,6.48,7.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0
4,7,0,1,1,8.55,6.51,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0
3,4,0,1,1,9.8,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,6,0,1,1,9.11,6.07,6.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0
8,5,1,2,1,8.63,7.41,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
8,5,1,2,1,8.25,7.41,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
7,5,1,2,1,8.25,7.41,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
8,5,1,2,1,8.25,7.41,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
7,5,1,3,1,10.07,7.62,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,3,2
8,5,1,2,1,9.49,7.43,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
7,5,0,2,1,9.31,6.81,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
6,6,1,1,1,9.2,7.02,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,3,2
6,6,0,2,1,9.22,7.15,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,2,3,2
5,4,0,2,2,9.24,6.84,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,2
4,5,1,2,1,9.21,7.43,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
5,6,2,2,1,12.01,7.39,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,3,2
7,6,1,2,1,8.32,7.31,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,2
8,6,1,2,1,9.65,7.97,7.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,4,4,3,2
8,5,1,2,1,9.36,7.34,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,3,2
8,5,1,2,1,9.16,7.41,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,1,2,1,9.46,6.83,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
5,5,0,2,1,9.19,6.57,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
5,5,0,2,1,9.18,6.63,7.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,0,2,1,9.39,6.68,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
6,5,0,2,1,9.46,7.31,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
6,5,1,2,1,9.43,7.41,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
6,5,0,2,1,9.81,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,2,3,2
6,5,1,2,1,9.23,7.32,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,2,3,2
8,5,1,2,1,9.32,7.27,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,3,2
6,5,1,2,1,8.98,7.42,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,3,2
8,5,1,2,1,9.41,7.3,7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,1,2,1,9.35,7.46,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,1,2,1,9.35,7.58,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
7,5,2,2,2,9.1,7.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
7,5,2,2,2,8.86,7.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
5,5,0,1,1,9.14,7.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,0,0,2
6,5,1,2,1,8.41,7.08,7.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,3,2
4,5,1,1,1,9.56,7.09,7.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
5,6,0,1,1,8.35,6.95,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
5,6,0,1,1,7.89,6.42,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,3,2
5,7,0,2,1,7.89,6.83,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
4,7,1,1,1,7.59,6.27,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
4,6,1,1,1,7.38,6.27,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,1,3,2
5,6,1,1,1,9.8,7.06,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,0,3,2
6,9,0,2,1,7.3,6.3,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,2
4,7,1,1,1,7.54,6.45,6.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,2
5,5,0,1,1,9.99,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,0
5,7,0,1,1,8.78,6.71,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,5,1,1,1,8.85,6.83,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,9,0,1,1,8.79,6.71,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,5,3,2
5,8,1,1,1,8.79,6.71,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
5,6,0,1,1,8.79,6.74,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,0,3,2
6,7,1,2,1,9.43,6.89,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
5,6,0,1,1,9.43,6.79,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,4,0,2,1,9.31,7.06,7.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,3,2
5,1,0,2,1,10.94,7.05,7.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,0,2,0
6,6,0,2,1,9.28,7.37,7.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,3,2
7,5,1,1,1,9.27,7.15,7.15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,3,3,1,3,2
7,6,1,2,1,9.52,7.71,7.71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,3,4,3,2
8,6,1,2,1,9.67,7.7,7.7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,4,3,3,2
7,5,0,2,1,9.43,6.74,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,3,2
6,5,0,2,1,9.25,6.69,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
6,6,0,2,1,9.54,6.68,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
6,5,0,2,1,9.08,6.82,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
6,5,0,2,1,9.09,6.63,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
8,5,1,2,1,8.58,7.41,7.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,5,0,3,2
6,5,0,2,1,9.23,6.83,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
6,5,1,2,1,9.06,6.85,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
7,5,0,2,1,8.97,6.54,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,0,2,1,8.97,7.13,7.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
6,5,0,3,1,8.92,6.86,7.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
7,5,0,2,1,9.17,7.08,7.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,0,2,1,9.29,6.69,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
7,5,0,2,1,9.12,6.7,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
6,5,0,2,1,8.94,6.81,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
6,6,1,1,1,9.81,7.03,7.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,1
8,5,0,1,1,8.22,6.99,6.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,4,0,3,2
7,5,1,2,1,8.53,7.08,7.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,4,3,3,2
8,5,1,2,1,8.46,7.07,7.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
8,5,1,1,1,8.54,7.19,7.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
9,5,1,2,1,9.56,7.56,7.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
8,5,1,3,1,9.42,7.06,7.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
9,5,1,2,1,10.86,7.76,7.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
5,5,1,1,1,10.64,7.26,7.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,0
9,5,1,2,1,8.99,7.39,7.39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
8,6,1,2,1,9.0,7.26,7.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,1,1,1,9.55,7.71,7.71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
10,5,1,2,1,9.54,7.62,7.62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
6,7,0,2,1,9.44,7.27,7.27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,2
6,5,1,2,1,9.3,7.16,7.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
6,7,0,3,1,9.4,7.04,7.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
7,7,0,2,1,9.4,6.59,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,2
7,6,1,2,1,9.42,7.42,7.42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,2
7,5,1,2,1,9.34,6.99,7.57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,2
7,6,0,2,1,9.39,7.06,7.59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,3,4,3,2
6,6,0,2,1,9.4,7.02,7.62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,4,3,3,2
6,6,0,2,1,9.25,6.94,6.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
6,6,0,2,1,9.38,7.07,7.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,4,0,3,2
7,6,0,2,1,9.36,6.95,7.45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
6,5,1,2,1,9.25,7.21,7.21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
5,5,0,2,1,9.29,6.66,7.39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,0,2,1,9.47,7.11,7.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
5,6,0,2,1,9.41,7.3,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
6,6,0,1,1,9.37,6.95,7.46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,3,4,3,2
7,7,0,2,1,9.42,7.04,7.57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
7,6,0,2,1,9.1,7.19,7.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,4,2,3,2
6,6,1,2,1,8.99,6.99,7.54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
5,7,0,1,1,9.26,6.36,7.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,1,1,1,9.26,6.89,6.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
7,9,1,1,1,8.92,6.59,7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,4,0,3,2
5,6,1,1,1,9.15,7.26,7.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,5,0,1,1,8.98,6.82,6.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,5,0,4,2
5,5,0,1,1,9.19,6.86,6.86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,5,0,1,1,9.02,6.77,6.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,6,0,1,1,8.9,6.76,6.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,7,0,1,1,9.75,6.82,6.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
4,6,0,1,1,9.11,6.76,6.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
7,5,1,1,1,8.31,6.64,6.64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
6,5,0,2,1,8.32,7.2,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
6,5,1,2,1,9.3,7.2,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
6,6,0,1,1,7.7,6.27,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,0,1,1,7.54,6.51,7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,0,1,1,7.63,6.51,7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,0,3,2
5,5,0,2,1,7.61,6.45,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,5,1,1,1,7.56,6.64,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,0,2,1,8.5,6.87,6.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
6,6,1,2,1,7.74,6.69,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,2
7,7,0,2,1,7.74,6.96,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
5,6,1,1,1,8.88,6.9,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
9,5,1,2,1,9.43,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
9,5,0,2,1,9.37,7.51,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
8,5,0,2,1,9.4,7.44,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,3,2
8,5,0,2,1,9.38,7.44,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
8,5,1,2,1,9.4,7.46,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
8,5,1,2,1,9.57,7.66,7.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,3,2
9,5,0,2,1,9.58,7.66,7.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,3,2
9,5,1,2,1,9.52,7.57,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
8,5,0,2,1,9.51,7.05,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
10,5,1,2,1,9.64,7.62,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
7,5,0,2,1,9.56,6.98,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
9,5,1,2,1,9.54,7.85,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,3,2
8,5,0,2,1,9.56,7.59,7.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
9,5,0,2,1,9.52,7.64,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,4,3,2
8,5,0,2,1,9.34,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,1,2,1,9.61,7.59,7.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,5,3,2
9,5,0,2,1,9.52,7.45,7.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,3,2
10,5,2,2,1,9.75,7.74,7.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
8,5,0,2,1,9.72,7.37,7.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,0,2,1,9.17,7.04,7.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
8,5,1,2,1,9.18,6.87,7.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
8,5,1,1,1,9.27,7.38,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
9,5,0,2,1,9.52,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
8,5,0,2,1,9.48,7.45,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,5,3,2
8,5,1,2,1,9.4,7.04,7.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
8,5,1,2,1,9.57,7.1,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
8,5,0,2,1,9.39,7.12,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,4,3,2
8,5,1,2,1,9.44,6.8,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
7,5,1,2,1,9.2,7.39,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
8,5,1,2,1,9.13,7.45,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
8,5,0,2,1,9.28,7.17,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
6,5,0,2,1,8.93,7.22,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
6,5,1,1,1,8.27,7.17,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
6,5,1,1,1,8.27,7.17,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
6,5,1,2,1,8.75,7.22,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,0,2,1,8.43,7.35,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,0,2,1,8.43,7.35,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,0,2,1,8.77,7.22,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
9,5,1,2,1,8.97,7.36,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
9,5,1,2,1,8.9,7.35,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
9,5,0,2,1,8.96,7.53,7.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
