Overall Qual,House Age,Full Bath,Garage Cars,Transformed BsmtFin SF 1,Transformed Total Bsmt SF,Transformed Lot Area,Transformed 1st Flr SF,Transformed Gr Liv Area,Bsmt Qual_encoded,Kitchen Qual_encoded
8,22,2,2,0.0,6.97,9.42,6.97,7.69,4,4
8,24,2,2,0.0,7.47,9.38,7.49,7.49,4,5
8,24,2,2,6.9,7.17,9.38,7.17,7.54,4,5
9,25,2,3,6.81,7.27,9.31,7.3,7.68,5,5
7,23,2,2,0.0,6.73,9.08,6.73,7.45,4,4
7,24,2,2,0.0,6.85,9.33,6.85,7.53,4,4
8,26,2,2,7.13,7.29,9.66,7.32,7.32,4,4
7,29,2,2,6.54,7.32,9.38,7.32,7.32,4,4
8,23,2,2,7.22,7.51,9.46,7.51,7.51,5,4
7,28,2,2,7.01,7.26,9.08,7.26,7.26,4,4
7,28,2,2,6.61,6.96,9.15,6.96,7.62,4,4
7,29,2,2,0.0,6.78,9.08,6.81,7.45,4,4
7,24,2,2,0.0,7.1,9.12,7.1,7.1,4,4
7,25,2,2,0.0,7.4,9.19,7.4,7.4,4,4
6,22,1,2,6.53,6.74,8.4,6.74,6.74,4,4
6,22,1,2,6.53,6.74,8.4,6.74,6.74,4,4
8,18,2,3,7.3,7.36,9.23,7.38,7.38,4,4
7,21,2,2,0.0,6.76,9.14,6.76,7.46,4,4
7,21,2,2,3.04,7.31,9.05,7.31,7.31,4,4
6,20,2,2,5.27,6.61,9.06,6.61,7.3,4,4
6,18,2,2,0.0,6.41,9.31,6.41,7.24,4,4
4,76,2,2,0.0,0.0,9.08,7.03,7.03,0,4
5,61,1,2,6.46,7.3,9.2,7.3,7.3,3,3
4,87,1,1,6.54,6.71,9.09,6.71,6.71,3,3
7,22,3,2,0.0,0.0,8.9,6.21,7.56,0,4
6,48,1,2,6.28,6.54,8.98,6.55,7.26,3,3
4,65,1,1,5.99,6.92,9.28,7.05,7.05,3,3
6,49,1,1,6.45,6.95,8.88,7.03,7.03,3,3
9,18,2,3,7.12,7.44,9.49,7.44,7.44,5,5
6,20,1,2,6.31,6.31,8.21,6.98,6.98,4,3
5,78,1,0,0.0,6.55,9.15,6.55,6.55,3,3
4,66,1,1,5.81,6.78,8.77,6.78,6.78,3,3
5,75,1,1,6.98,6.98,9.37,7.22,7.22,2,3
4,80,2,1,0.0,0.0,9.04,6.99,7.33,0,3
5,103,1,0,0.0,6.76,8.31,6.76,6.76,2,3
3,73,1,2,0.0,0.0,9.23,6.85,6.85,0,2
5,66,2,0,0.0,7.43,9.3,7.43,7.43,3,3
5,69,1,1,6.3,7.05,9.37,7.35,7.35,3,3
4,69,1,1,0.0,6.51,9.1,6.87,6.87,3,3
6,105,1,2,0.0,6.53,9.42,6.53,7.09,3,4
5,84,1,1,6.44,6.58,9.01,6.75,7.17,3,3
5,84,2,2,6.01,6.89,9.31,6.89,7.38,3,3
5,87,1,1,6.73,6.73,8.75,6.73,7.15,3,3
5,93,1,1,5.21,6.68,8.41,6.74,7.33,3,3
2,105,1,1,5.67,5.67,9.04,6.08,6.08,3,2
6,85,2,1,0.0,6.66,9.2,6.85,7.31,3,3
7,105,2,2,6.26,6.72,9.67,7.43,8.03,3,3
6,90,1,1,0.0,6.37,8.65,6.47,7.13,3,3
4,97,2,2,6.43,7.02,8.96,7.19,7.59,3,4
6,109,1,2,0.0,6.71,9.06,7.12,7.12,3,4
6,100,2,1,5.58,6.88,8.73,7.06,7.38,3,4
7,89,1,2,5.86,6.33,8.88,6.36,7.04,4,4
6,97,1,2,0.0,6.8,8.93,7.07,7.56,3,3
7,97,2,1,0.0,6.76,8.75,6.78,7.3,3,3
7,107,1,1,0.0,6.4,8.88,6.44,7.11,3,3
7,99,1,1,0.0,7.15,9.3,7.15,7.64,4,4
5,85,1,2,6.59,6.73,9.52,6.73,7.36,3,3
6,83,1,1,6.31,6.65,8.92,6.63,7.31,3,4
5,85,1,1,6.06,6.59,9.17,6.88,7.18,3,3
5,65,1,1,6.68,7.15,9.59,7.15,7.15,3,3
5,104,1,2,6.57,6.78,9.5,6.87,6.87,4,3
5,104,1,1,0.0,6.6,8.95,6.71,7.2,3,3
7,85,2,2,5.51,6.83,9.01,7.12,7.82,3,3
5,71,1,1,5.04,7.01,9.12,7.01,7.01,3,3
7,84,1,1,5.62,6.56,9.39,6.76,7.36,3,2
6,65,2,2,4.19,7.35,9.5,7.35,7.35,3,3
5,76,2,1,5.75,6.97,9.66,6.89,7.33,3,2
6,75,1,1,0.0,7.0,9.55,7.05,7.05,3,4
6,71,1,2,6.67,7.18,9.77,7.55,7.55,3,3
6,45,1,2,0.0,6.25,7.46,6.25,6.94,3,3
6,45,1,2,6.16,6.33,7.31,6.33,7.11,4,4
6,45,1,2,0.0,6.33,7.39,6.33,7.11,4,3
6,45,1,2,5.66,6.33,7.17,6.33,7.11,4,3
6,39,2,2,6.12,6.35,9.52,7.08,7.59,3,3
7,54,2,2,6.69,7.5,9.78,7.77,7.77,4,5
6,37,2,2,6.7,6.78,9.98,7.43,7.43,4,4
5,105,1,1,6.12,6.51,9.28,6.51,7.2,3,3
5,125,2,2,0.0,6.63,9.07,6.83,7.68,3,4
5,105,1,1,0.0,6.39,8.76,6.39,7.08,3,3
3,110,1,0,0.0,6.92,9.04,6.92,7.33,3,2
4,100,1,1,0.0,6.35,9.23,6.35,6.35,3,3
8,18,2,2,7.3,7.38,8.25,7.41,7.41,5,5
2,115,1,1,0.0,0.0,9.99,6.7,6.7,0,3
8,25,2,3,6.1,7.01,9.22,6.95,7.63,4,4
7,22,1,2,7.21,7.27,9.46,7.33,7.67,5,4
7,21,2,2,0.0,7.44,9.4,7.44,7.44,5,4
6,24,2,2,6.54,6.69,9.41,6.69,7.58,5,4
6,48,1,1,6.64,6.81,9.19,6.83,6.83,3,3
6,48,1,2,6.74,6.86,9.14,7.16,7.16,4,3
5,48,2,2,0.0,0.0,9.22,7.17,7.46,0,4
7,35,2,2,6.42,7.08,9.21,7.1,7.1,4,4
5,34,2,2,4.03,7.37,9.31,7.38,7.38,4,3
6,67,1,2,4.72,6.71,9.57,7.2,7.2,3,4
7,60,2,2,7.12,7.67,12.28,7.62,7.62,4,3
9,18,2,3,6.93,7.39,9.46,7.39,7.39,5,5
7,16,2,2,0.0,6.74,9.48,6.74,7.43,5,4
9,17,2,3,7.47,7.69,9.51,7.62,7.62,5,5
9,17,2,3,7.02,7.4,9.58,7.4,7.4,5,5
8,18,2,3,2.83,7.29,9.1,7.29,7.29,4,4
6,37,2,2,6.91,7.24,9.35,7.25,7.25,4,4
6,45,2,2,6.14,6.57,9.19,7.23,7.71,4,4
7,38,2,2,6.81,7.41,9.58,7.3,7.3,4,4
8,24,2,2,6.91,7.15,8.83,7.17,7.17,5,4
7,22,2,2,0.0,6.82,9.12,6.98,7.61,4,4
9,19,2,3,7.14,7.52,9.59,7.52,7.52,5,5
9,18,2,3,7.4,7.59,9.44,7.59,7.59,5,5
5,57,1,1,6.28,6.92,9.44,6.92,6.92,3,4
5,65,1,2,0.0,0.0,9.99,7.48,7.48,0,3
6,27,2,2,6.77,7.09,8.41,7.09,7.09,5,3
6,26,2,2,6.78,7.11,8.41,7.11,7.11,5,3
4,52,1,1,6.14,6.14,7.38,6.27,6.9,4,3
5,57,1,1,6.24,6.76,9.2,6.77,6.77,3,3
4,55,1,1,6.25,6.45,7.33,6.45,6.45,4,4
5,56,2,2,6.39,7.08,9.5,7.25,7.25,3,3
4,55,1,1,6.23,6.45,7.3,6.45,6.45,4,3
4,55,1,0,0.0,6.3,7.34,6.68,7.2,3,3
4,55,1,1,5.61,6.3,7.7,6.3,7.0,3,3
5,53,1,1,6.58,6.68,8.95,6.68,6.68,4,3
6,32,1,1,4.74,5.95,8.95,7.0,7.0,4,3
5,47,1,2,7.0,7.0,9.12,7.01,7.01,4,4
5,40,1,0,6.44,6.73,9.08,6.73,6.73,3,3
5,33,1,2,6.58,6.72,8.95,6.78,6.78,4,3
5,32,1,2,6.6,6.68,9.56,6.68,7.22,4,3
5,33,1,2,5.8,6.44,9.25,6.44,7.16,4,3
6,48,2,2,7.36,7.36,9.19,7.36,7.36,3,4
5,56,1,2,6.21,6.67,9.26,6.67,7.4,3,3
6,67,1,2,6.27,7.08,9.31,7.25,7.25,4,3
6,55,2,2,6.76,7.1,9.47,7.66,7.66,3,3
6,56,2,2,6.22,6.86,9.31,7.0,7.66,2,3
6,28,2,2,6.56,6.83,9.07,6.83,7.38,3,3
6,30,2,2,6.17,6.52,9.0,6.52,7.29,4,3
6,27,2,2,6.75,6.83,9.16,6.83,7.38,4,3
6,27,2,2,6.72,6.85,9.11,6.85,7.4,4,3
6,29,2,2,4.93,6.82,9.62,6.82,7.4,4,3
5,29,2,2,6.11,7.21,9.56,7.23,7.23,4,4
7,29,2,2,6.41,6.59,9.99,6.59,7.28,4,3
8,24,1,2,7.05,7.37,8.5,7.37,7.37,5,5
8,28,1,2,6.49,7.42,8.74,7.43,7.43,5,4
8,32,2,2,6.6,7.2,8.59,7.2,7.2,4,4
8,33,2,2,0.0,7.16,8.53,7.16,7.16,4,4
6,28,2,2,0.0,6.83,9.29,6.83,7.38,4,3
6,27,2,2,0.0,6.84,9.32,6.84,7.4,4,3
6,30,2,2,5.39,6.65,8.99,6.65,7.41,4,3
7,31,2,2,0.0,6.57,9.29,6.99,7.55,4,4
6,34,2,2,6.22,6.73,9.55,6.75,7.44,4,4
8,37,2,2,6.64,7.11,8.45,7.11,7.11,4,4
8,36,2,2,5.77,7.2,8.69,7.2,7.2,4,4
8,20,3,3,2.83,7.06,9.51,7.06,7.82,5,5
9,20,2,3,0.0,7.02,9.32,7.03,7.83,4,5
9,21,2,3,7.2,7.54,9.64,7.54,7.54,5,5
6,73,1,2,0.0,7.4,10.35,7.3,7.3,3,3
9,18,2,2,6.94,7.44,9.0,7.44,7.44,5,5
6,75,2,2,0.0,7.31,10.76,7.31,7.31,3,3
7,39,2,2,0.0,6.67,9.93,7.12,7.65,4,3
7,37,2,2,6.89,7.42,9.45,7.43,7.43,4,5
6,44,2,2,6.38,7.26,9.4,7.26,7.26,4,4
7,42,2,2,6.62,7.14,9.29,7.14,7.14,4,3
7,47,2,2,7.1,7.63,9.83,7.63,7.63,4,4
7,46,2,2,6.76,7.49,9.58,7.49,7.49,4,4
6,48,2,2,6.8,7.19,9.41,7.34,7.96,4,3
6,49,2,2,6.79,7.1,9.48,7.1,7.1,4,4
5,48,2,2,6.64,7.03,9.66,7.03,7.03,4,5
7,45,2,2,0.0,6.61,9.25,7.15,7.62,4,3
5,56,1,2,5.64,6.58,9.18,6.58,7.18,3,3
7,47,2,4,6.9,7.26,9.43,7.26,7.95,4,4
6,49,2,2,6.47,7.09,9.34,7.33,7.33,4,3
6,49,2,2,0.0,7.28,9.25,7.28,7.28,3,3
7,49,2,2,6.0,6.69,9.26,7.0,7.58,3,3
5,52,1,2,6.99,7.07,9.21,7.07,7.07,4,4
8,29,2,3,6.93,7.12,9.57,7.12,7.76,4,4
5,51,2,2,0.0,6.8,9.11,6.8,7.49,4,3
6,56,1,2,6.4,6.96,9.19,6.96,6.96,4,3
4,56,1,1,5.53,6.84,9.24,6.84,6.84,4,3
5,54,1,2,4.79,6.76,8.93,6.76,6.76,4,3
4,53,1,2,6.4,6.76,9.45,6.76,6.76,3,3
6,27,2,2,5.59,7.25,8.31,7.2,7.2,4,4
6,52,1,1,6.13,6.18,7.43,6.18,6.9,3,3
6,52,1,1,5.8,6.18,7.43,6.18,6.9,3,3
6,53,1,1,6.18,6.18,7.54,6.18,6.9,3,3
6,55,1,1,5.77,6.18,7.53,6.18,6.9,3,3
6,54,1,1,5.96,6.18,7.43,6.18,6.9,3,3
6,54,1,1,5.88,6.18,7.43,6.18,6.9,3,3
5,53,2,1,5.86,6.45,7.43,6.45,7.17,3,3
6,48,2,2,6.33,6.98,8.3,6.98,6.98,4,3
6,50,2,2,5.66,6.75,7.74,6.75,7.28,4,3
7,48,2,2,5.94,6.96,7.84,6.96,6.96,4,3
5,59,1,1,5.83,6.76,9.16,6.79,6.79,3,3
8,17,2,3,7.2,7.57,9.43,7.57,7.57,5,5
10,18,2,3,7.16,7.43,9.43,7.46,7.75,5,5
10,18,2,3,7.4,7.64,9.6,7.64,7.64,5,5
9,17,2,3,7.19,7.28,9.61,7.3,7.91,5,5
8,18,2,3,6.92,7.37,9.45,7.37,7.37,5,4
8,18,2,3,7.24,7.44,9.54,7.44,7.44,5,4
8,18,2,3,7.46,7.79,9.52,7.81,7.81,5,5
9,18,2,3,7.23,7.58,9.58,7.58,7.58,5,5
9,19,2,3,7.26,7.52,9.5,7.52,7.92,5,5
10,20,2,4,6.99,7.39,9.44,7.4,7.93,5,5
9,20,2,3,7.13,7.25,9.41,7.25,7.75,5,5
8,18,2,3,3.71,6.86,9.09,6.86,7.64,4,4
8,21,2,3,6.75,7.05,9.27,7.07,7.75,5,5
10,22,1,3,7.72,7.84,9.45,7.81,7.81,5,5
9,22,2,3,6.92,7.36,9.52,7.36,7.89,5,5
7,22,2,3,6.77,6.91,9.27,6.91,7.62,4,4
8,22,2,3,7.05,7.38,9.29,7.36,7.36,4,4
8,24,2,3,6.98,7.3,9.74,7.32,7.88,5,4
8,22,2,3,0.0,7.48,9.71,7.5,7.9,5,4
9,17,2,3,5.92,7.53,9.22,7.53,7.53,4,5
9,17,1,3,7.34,7.44,9.08,7.44,7.44,5,5
7,20,2,2,3.04,7.22,9.42,7.22,7.22,4,4
8,22,1,2,7.11,7.33,9.45,7.33,7.33,5,5
9,20,2,2,3.37,7.43,9.09,7.43,7.43,5,5
9,18,2,3,7.09,7.5,9.02,7.5,7.5,5,5
8,19,2,2,6.74,7.2,8.74,7.2,7.2,4,4
8,19,2,2,3.22,7.2,8.74,7.2,7.2,4,4
7,22,2,2,0.0,6.64,7.8,6.64,7.39,4,4
7,22,2,2,6.35,6.64,7.8,6.64,7.39,4,4
7,21,2,2,6.58,7.21,9.01,7.21,7.21,4,4
7,22,2,3,6.98,7.26,8.28,7.28,7.28,4,4
7,21,2,3,6.99,7.24,8.28,7.36,7.36,4,4
7,20,2,2,2.83,7.21,8.07,7.32,7.32,4,4
7,18,2,2,0.0,7.14,8.07,7.14,7.14,4,4
7,18,2,2,0.0,7.04,8.22,7.13,7.13,4,4
6,21,2,2,0.0,6.67,9.11,6.7,7.32,4,4
6,21,2,2,6.63,6.73,8.91,6.76,7.37,3,3
7,20,2,2,6.49,6.75,9.17,7.06,7.06,4,4
6,20,2,2,0.0,6.59,8.99,6.59,7.28,4,4
7,23,2,2,0.0,6.73,8.99,6.73,7.45,4,4
7,22,2,2,0.0,6.74,9.04,6.74,7.59,4,4
7,18,2,2,6.78,7.21,8.9,7.21,7.21,4,4
6,25,2,2,0.0,6.84,9.24,6.87,7.49,4,3
7,25,2,2,6.3,6.89,9.01,6.92,7.55,4,3
7,21,2,2,6.59,6.67,9.64,6.67,7.31,4,4
7,23,2,2,0.0,6.56,8.96,6.56,7.25,4,4
7,26,2,2,6.77,6.95,9.43,6.95,7.75,4,3
7,26,2,2,0.0,6.72,9.03,6.77,7.41,4,3
8,28,2,2,0.0,7.07,9.18,7.08,7.7,4,4
8,27,2,3,6.89,7.29,9.13,7.29,7.88,4,4
8,25,2,3,6.49,7.04,9.57,7.04,7.7,4,4
9,25,2,3,0.0,7.33,9.31,7.34,7.68,5,5
8,27,2,3,7.42,7.59,9.37,7.6,7.6,4,4
7,29,2,2,6.75,6.97,9.3,6.97,7.66,5,4
8,30,2,3,0.0,7.13,9.39,7.13,7.82,4,4
8,30,2,3,7.44,7.65,9.25,7.66,7.66,4,4
7,32,2,3,7.07,7.18,9.26,7.19,7.79,4,4
7,32,2,3,5.43,6.99,9.21,7.01,7.7,4,4
7,31,2,2,6.91,7.11,9.3,7.11,7.66,4,4
8,31,2,2,7.18,7.59,9.57,7.59,7.59,4,4
8,18,2,3,0.0,7.37,9.39,7.37,7.37,4,4
6,18,2,3,0.0,6.8,9.59,6.8,7.57,4,4
8,19,2,3,3.22,7.36,9.39,7.36,7.36,4,4
7,19,2,3,7.0,7.36,9.49,7.36,7.36,5,4
9,17,2,2,0.0,7.31,9.59,7.32,7.32,4,5
8,18,2,3,3.53,7.36,9.23,7.36,7.36,4,4
7,17,2,2,0.0,7.26,9.42,7.26,7.26,4,5
8,18,3,3,0.0,7.2,9.19,7.2,7.53,4,4
8,18,2,3,6.59,6.86,9.15,6.86,7.54,4,4
8,19,2,2,6.5,7.29,9.21,7.29,7.29,5,4
8,18,2,2,3.22,7.22,9.06,7.22,7.22,4,4
7,18,2,2,0.0,7.22,9.06,7.22,7.22,5,4
7,18,2,2,0.0,7.26,9.36,7.26,7.26,4,4
7,20,2,2,5.99,6.77,9.19,6.77,7.48,4,4
8,22,2,2,0.0,6.96,9.15,6.96,7.6,5,4
7,20,2,3,0.0,6.93,9.27,6.93,7.58,4,4
8,18,2,3,6.67,6.94,9.29,6.96,7.64,5,5
7,18,2,2,0.0,6.7,9.0,6.71,7.42,4,4
8,18,2,3,0.0,7.42,9.27,7.42,7.42,4,4
7,18,2,2,6.81,7.11,8.92,7.11,7.11,4,4
6,22,2,2,6.22,6.76,9.08,6.76,7.46,4,4
7,21,1,0,6.52,6.99,8.92,6.99,6.99,4,4
6,22,2,2,4.39,6.73,9.22,6.73,7.44,4,4
7,22,2,2,0.0,6.73,9.46,6.73,7.42,4,4
6,20,1,0,4.39,7.07,9.48,7.07,7.07,4,4
5,21,1,2,6.47,7.02,9.52,7.02,7.02,3,4
6,22,1,2,6.7,7.02,9.52,7.02,7.02,4,4
6,21,2,2,0.0,6.68,9.03,6.68,7.4,4,4
7,18,2,2,0.0,7.06,9.13,7.06,7.06,4,4
6,30,2,2,5.89,6.63,9.04,6.63,7.38,4,4
6,32,2,2,6.4,6.79,9.05,6.79,7.43,4,4
6,31,2,2,7.04,7.25,9.0,7.43,7.43,4,4
7,31,2,2,6.29,6.73,9.59,6.73,7.41,4,4
6,24,2,2,6.16,6.72,9.04,6.72,7.43,4,4
7,33,2,2,5.99,6.73,9.02,6.74,7.46,4,4
6,34,2,2,7.09,7.15,8.88,7.17,7.17,4,4
6,32,2,2,6.06,6.73,9.14,6.73,7.44,4,4
6,32,2,2,5.11,7.38,8.99,7.39,7.39,4,4
6,32,2,2,5.71,7.09,8.97,7.09,7.09,4,4
5,62,1,1,3.99,6.89,9.12,6.89,6.89,3,3
5,63,1,1,6.6,6.82,9.47,6.82,6.82,3,3
5,64,1,1,6.64,6.76,9.0,6.76,6.76,3,4
5,57,1,1,6.79,6.79,9.04,6.79,6.79,3,3
5,62,1,1,6.19,6.76,8.76,6.76,6.76,4,3
6,64,1,1,6.73,6.82,8.82,6.82,6.82,3,4
6,51,2,2,6.69,7.27,9.88,7.27,7.27,3,3
5,53,2,2,5.25,6.91,9.28,6.91,7.4,4,3
6,35,2,2,6.56,6.84,9.13,7.22,7.9,4,4
9,32,2,2,6.26,7.52,9.31,7.51,7.93,4,4
7,21,2,2,2.83,7.24,8.36,7.24,7.24,4,4
7,19,2,2,0.0,6.44,8.3,6.44,7.13,4,4
7,21,2,2,3.22,7.12,8.14,7.13,7.13,4,4
6,20,2,2,5.97,6.4,8.06,6.4,7.09,4,4
7,18,2,2,0.0,6.54,8.06,6.56,7.24,4,4
7,18,2,2,0.0,6.54,8.19,6.56,7.24,4,4
7,26,2,2,6.31,6.61,7.73,6.63,7.31,4,3
6,26,2,2,6.31,6.61,7.73,6.63,7.35,4,3
9,25,2,2,6.94,7.39,8.47,7.4,7.4,4,5
9,24,1,2,6.91,7.18,8.42,7.18,7.18,5,4
9,24,1,2,6.87,7.26,8.39,7.26,7.26,5,5
9,26,2,2,7.04,7.35,8.32,7.35,7.35,4,5
9,26,2,2,7.12,7.44,8.54,7.44,7.44,5,4
7,26,2,2,6.24,6.4,7.68,6.44,7.13,4,4
7,26,2,2,6.4,6.51,7.68,6.53,7.25,4,4
7,24,2,2,6.53,6.76,9.27,6.77,7.49,3,3
8,26,2,2,6.42,6.87,7.88,6.87,7.37,4,4
8,26,2,2,6.7,6.87,7.88,6.87,7.38,4,4
10,27,2,2,4.86,6.88,8.28,7.29,7.78,4,5
8,29,1,2,6.67,7.14,9.61,7.16,7.16,4,5
8,30,1,2,6.33,7.12,9.31,7.12,7.12,4,4
8,32,1,2,7.39,7.45,9.29,7.45,7.45,4,4
6,41,2,2,6.49,7.12,9.32,7.12,7.12,4,3
9,48,2,3,6.02,6.9,10.11,7.38,7.99,4,4
8,49,3,2,6.95,7.26,9.7,7.42,7.42,4,5
7,23,2,2,0.0,6.86,8.92,6.86,7.5,4,3
7,55,2,2,0.0,7.17,9.25,7.43,7.43,3,3
6,56,2,2,6.72,7.26,9.32,7.26,7.26,3,3
6,57,1,2,5.71,7.46,9.31,7.46,7.46,3,3
6,54,2,2,6.49,7.14,9.31,7.14,7.14,3,4
7,58,2,2,6.4,7.39,9.64,7.39,7.39,3,4
5,60,2,2,0.0,7.39,9.19,7.39,7.39,3,3
6,51,2,2,6.86,7.33,9.29,7.35,7.87,3,3
5,57,1,2,6.6,6.6,9.08,6.6,7.29,3,3
5,60,1,2,6.39,6.82,9.09,6.82,6.82,3,4
5,60,1,2,5.56,6.82,9.0,6.83,6.83,3,3
5,60,2,2,0.0,7.46,9.31,7.46,7.46,3,3
5,60,2,2,5.45,7.46,9.48,7.46,7.46,3,3
5,52,2,2,0.0,7.41,9.13,7.41,7.41,3,3
7,54,1,2,6.37,6.72,9.5,6.74,7.42,4,3
8,49,3,2,6.36,7.04,9.1,7.07,7.91,3,4
6,51,2,2,6.09,6.8,9.12,6.85,7.54,3,4
6,59,1,2,5.99,6.69,9.12,6.69,7.4,3,4
7,64,1,2,6.77,6.85,9.4,6.91,6.91,3,5
7,57,2,2,6.32,6.73,9.2,7.0,7.59,3,3
5,69,1,1,0.0,0.0,8.96,6.92,6.92,0,3
4,68,1,1,5.67,6.81,9.06,6.81,6.81,3,3
4,69,1,1,5.43,6.86,9.04,6.86,6.86,3,3
5,62,2,2,6.66,7.02,9.07,7.03,7.03,3,3
6,61,2,2,6.2,7.26,9.23,7.26,7.26,3,3
6,59,1,2,5.75,7.03,9.11,7.06,7.06,3,3
6,60,1,1,6.79,7.04,9.13,7.04,7.04,3,3
6,61,1,2,6.67,7.0,9.02,7.0,7.0,4,3
5,60,2,2,6.45,7.11,9.14,7.14,7.14,3,4
6,61,1,2,6.44,7.13,9.11,7.21,7.21,3,3
5,64,1,2,0.0,7.02,9.2,7.02,7.02,3,3
5,66,1,1,6.69,6.96,9.21,6.96,6.96,3,4
6,66,1,2,0.0,7.13,9.28,7.13,7.13,3,4
4,65,1,1,6.04,7.0,9.43,7.0,7.0,3,3
5,65,1,1,6.27,7.02,9.34,7.02,7.02,3,4
3,76,1,1,0.0,0.0,8.8,6.58,6.58,0,3
3,90,1,0,0.0,5.6,8.33,6.59,6.59,3,3
5,86,1,1,6.75,6.9,8.91,6.98,6.98,3,3
4,88,1,1,4.8,5.86,8.49,6.12,6.81,3,3
5,65,2,2,6.49,7.17,9.17,7.31,7.31,3,4
6,75,1,1,5.64,6.94,9.17,6.94,7.13,3,3
5,75,1,1,3.5,6.35,9.17,7.2,7.2,3,4
6,70,1,1,6.72,6.9,9.17,7.42,7.42,3,4
5,72,1,1,6.28,6.94,8.93,6.94,6.94,3,3
7,60,1,2,6.12,6.76,9.53,6.81,7.51,3,4
6,64,1,2,5.67,7.22,9.23,7.22,7.22,3,3
5,64,1,2,6.35,7.04,8.97,7.04,7.04,3,3
6,63,1,2,0.0,7.19,9.04,7.34,7.34,3,4
6,63,1,1,5.92,7.0,9.12,7.27,7.27,4,3
6,59,2,2,6.36,7.01,9.59,7.01,7.6,3,4
5,70,1,1,6.81,7.0,8.91,7.0,7.0,3,3
5,62,1,1,3.26,7.04,9.13,7.04,7.04,3,3
5,63,1,2,6.22,6.84,8.96,7.16,7.16,3,3
5,68,1,1,6.43,7.07,9.09,7.07,7.07,3,3
5,66,2,1,6.96,7.13,9.19,7.27,7.27,3,4
6,67,1,2,6.5,7.14,9.12,7.14,7.14,3,3
6,67,1,2,6.87,7.24,9.49,7.36,7.36,3,3
6,69,1,1,6.42,7.09,9.11,7.09,7.09,4,3
6,68,1,2,6.95,7.24,9.38,7.24,7.24,3,3
6,67,1,1,6.35,6.99,9.16,6.99,6.99,3,3
5,69,1,1,6.65,7.01,9.25,7.01,7.01,3,3
5,73,1,1,5.0,6.58,9.36,6.78,6.78,3,4
5,72,1,2,6.22,7.05,9.15,7.05,7.05,3,3
5,72,1,2,6.44,6.89,9.46,6.86,6.86,3,3
6,68,2,2,0.0,6.91,9.56,7.49,7.49,3,3
5,74,1,2,6.75,6.86,8.9,6.86,6.86,3,3
5,72,1,1,6.35,6.65,8.95,6.65,6.65,3,3
5,68,2,1,0.0,0.0,9.09,7.48,7.48,0,3
5,78,1,1,6.09,6.73,9.05,6.73,7.1,3,3
5,68,2,2,0.0,7.51,9.43,7.51,7.51,3,3
4,77,1,1,0.0,0.0,9.22,6.77,6.77,0,3
5,100,1,1,0.0,6.62,8.92,6.62,7.06,3,3
5,80,1,1,6.36,6.82,9.3,6.96,7.35,3,3
4,85,1,1,0.0,6.51,8.59,6.51,6.51,3,3
5,103,1,4,0.0,6.79,9.29,7.13,7.27,3,3
4,125,2,0,0.0,0.0,9.29,6.54,7.17,0,3
6,63,1,2,5.77,6.76,9.13,6.76,7.45,3,3
5,57,1,2,6.61,6.82,9.23,6.95,6.95,3,3
7,67,1,2,6.46,7.18,9.34,7.18,7.18,3,3
6,65,1,1,6.6,7.13,9.3,7.13,7.13,3,3
6,65,1,1,6.55,6.99,9.47,6.99,6.99,3,3
7,65,2,2,6.05,6.37,10.23,7.64,7.64,4,4
5,72,1,2,0.0,4.66,9.09,6.81,6.81,3,4
5,74,1,2,6.07,6.78,8.88,6.78,6.78,2,3
5,75,1,2,0.0,0.0,8.88,6.96,6.96,0,3
5,65,2,1,6.5,6.98,8.98,7.32,7.32,3,3
5,66,1,1,6.17,7.14,8.99,7.14,7.14,3,4
5,63,1,1,6.26,6.94,8.99,6.94,6.94,3,3
5,65,1,1,5.93,7.15,8.98,7.15,7.15,3,3
6,77,2,2,5.76,6.65,9.0,6.71,7.19,3,3
6,71,1,1,0.0,6.84,8.76,6.89,6.89,3,3
6,71,1,2,0.0,6.73,8.89,6.73,6.73,3,4
6,71,1,1,6.51,6.75,8.88,6.75,7.15,3,3
5,64,2,0,0.0,7.5,9.05,7.5,7.5,3,3
5,70,1,2,5.92,6.65,8.88,6.93,7.37,3,3
5,71,1,1,0.0,6.72,8.88,6.72,6.72,3,3
6,62,1,2,5.99,6.66,8.86,6.89,7.49,3,3
6,61,1,2,6.51,6.66,9.19,6.68,7.39,3,3
5,62,1,1,0.0,7.02,8.93,7.02,7.02,3,3
6,17,1,1,4.57,5.26,9.19,7.03,7.03,3,3
5,100,1,2,0.0,6.52,8.56,6.64,6.64,2,3
5,121,2,2,0.0,6.48,9.25,6.87,7.34,3,4
5,77,1,2,0.0,6.66,9.13,6.86,7.19,3,3
5,115,1,1,0.0,6.52,8.48,6.52,7.22,3,3
6,105,2,2,6.2,7.32,9.25,7.37,7.93,4,3
5,85,1,1,0.0,6.51,8.48,6.51,6.51,2,3
6,110,1,1,0.0,6.59,8.7,6.59,7.28,3,4
4,115,2,0,0.0,6.72,9.34,6.72,7.37,3,3
7,22,2,2,0.0,7.22,9.34,7.22,7.64,4,4
4,85,2,2,0.0,6.69,8.94,7.0,7.41,3,3
5,105,1,1,5.89,6.84,8.9,6.87,7.46,3,5
7,105,1,0,0.0,6.84,8.59,6.94,6.94,3,4
