Overall Qual,Overall Cond,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Sold Age,Transformed Lot Frontage,Transformed Mas Vnr Area,Transformed BsmtFin SF 1,Transformed Lot Area,Transformed 1st Flr SF,Transformed 2nd Flr SF,Transformed Gr Liv Area,Transformed Screen Porch,MS SubClass_20,MS SubClass_30,MS SubClass_60,MS SubClass_75,MS Zoning_FV,Alley_None,Lot Shape_IR2,Land Contour_HLS,Lot Config_CulDSac,Lot Config_Inside,Land Slope_Mod,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_GrnHill,Neighborhood_NPkVill,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_Somerst,Neighborhood_StoneBr,Condition 1_Norm,Condition 1_PosN,Bldg Type_1Fam,House Style_1Story,Roof Style_Hip,Roof Matl_WdShngl,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 2nd_MetalSd,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_Slab,Central Air_N,Garage Type_BuiltIn,Sale Condition_Partial,Exter Qual_encoded,Bsmt Qual_encoded,Heating QC_encoded,Kitchen Qual_encoded,Pool QC_encoded,Bsmt Exposure_encoded,BsmtFin Type 1_encoded,Functional_encoded,Garage Finish_encoded,Fence_encoded
5,5,1,1,0,5,0,2,17,3.75,0.0,4.65,8.91,7.03,0.0,7.03,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,3,2,7,1,0
4,4,2,0,2,6,0,2,17,4.11,0.0,7.09,9.47,7.14,0.0,7.14,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,3,6,7,1,0
5,4,1,1,0,6,0,2,17,4.11,0.0,7.17,9.47,7.04,0.0,7.04,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,3,2,3,0,1,4,7,1,0
5,3,0,1,0,5,0,0,17,4.28,0.0,5.67,9.11,6.91,0.0,6.91,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,6,7,0,0
5,6,0,1,1,6,0,1,17,3.75,0.0,0.0,9.05,7.11,0.0,7.11,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,4,0,1,1,7,1,3
5,8,1,1,0,6,0,1,17,4.55,0.0,6.45,9.13,6.87,0.0,6.87,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,5,4,0,1,6,7,3,0
6,8,1,1,0,4,1,2,17,4.49,0.0,6.66,9.56,7.08,0.0,7.08,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,4,6,7,1,0
5,5,1,1,0,6,1,1,17,4.28,0.0,6.97,9.49,7.23,0.0,7.23,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,2,4,7,1,4
6,7,1,1,0,4,1,2,17,4.39,0.0,6.06,9.51,7.13,0.0,7.13,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,3,4,4,3,0,4,4,7,2,0
5,6,0,1,0,6,0,1,17,4.45,0.0,0.0,9.53,6.93,6.36,7.38,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,3,3,3,3,0,1,1,5,2,0
5,8,0,1,0,4,0,1,17,4.11,0.0,0.0,9.23,6.51,0.0,6.51,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,5,3,0,1,1,7,1,4
5,3,1,2,0,7,2,2,17,4.58,5.62,6.9,9.26,7.45,0.0,7.45,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,3,4,3,0,2,3,4,1,0
5,7,1,1,1,6,0,3,17,4.16,0.0,5.82,9.03,6.76,6.19,7.21,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,4,0,1,5,6,1,3
5,8,0,1,0,5,0,3,17,4.28,0.0,6.56,9.23,6.81,0.0,6.81,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,4,5,4,0,3,5,7,1,3
6,5,1,1,0,6,1,2,17,4.39,0.0,6.91,7.97,7.16,0.0,7.16,0.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,5,4,0,2,6,7,1,0
7,5,0,2,1,8,1,2,17,4.43,5.7,5.97,9.21,7.05,6.77,7.61,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,1,4,7,3,0
7,6,1,2,0,7,2,2,17,4.42,0.0,6.4,9.92,7.33,0.0,7.33,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,4,6,7,3,0
7,7,1,1,0,5,2,2,17,4.3,0.0,5.42,10.57,7.22,0.0,7.22,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,5,3,0,4,2,4,1,0
4,6,1,1,0,6,2,2,17,4.36,0.0,7.02,10.88,7.42,0.0,7.42,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,5,4,0,4,4,6,3,0
6,7,1,1,0,5,1,1,17,4.83,4.44,6.58,9.35,7.21,0.0,7.21,5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,3,5,7,2,4
7,5,0,1,0,5,1,1,17,3.93,0.0,0.0,8.55,6.43,6.14,6.98,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,3,3,3,0,1,1,7,1,0
6,5,0,1,0,5,2,2,17,4.45,5.38,6.22,9.25,7.0,0.0,7.0,5.66,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,3,5,3,0,2,3,7,2,0
6,8,0,3,0,10,1,2,17,4.33,0.0,0.0,10.73,7.18,6.96,7.77,5.17,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,1,7,1,0
5,7,1,1,0,5,2,0,17,4.45,0.0,6.94,9.88,7.33,0.0,7.33,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,5,2,0,4,5,7,0,0
6,7,0,2,0,8,1,2,17,4.2,0.0,0.0,9.99,7.06,6.24,7.42,4.98,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,5,3,0,2,1,7,3,0
6,7,0,2,0,7,2,2,17,4.8,0.0,6.44,9.53,7.12,6.77,7.65,4.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,3,5,4,0,1,3,7,1,0
5,6,1,1,0,6,1,1,17,4.23,0.0,6.77,9.17,7.32,0.0,7.32,6.36,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,3,3,4,0,3,3,7,1,3
5,5,1,1,0,4,0,0,17,3.93,0.0,6.76,9.14,6.76,0.0,6.76,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,4,2,3,0,3,6,7,0,0
6,8,0,1,1,7,0,1,17,3.93,5.38,5.78,9.14,6.43,6.48,7.15,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,1,3,7,1,2
5,8,1,1,0,7,0,1,17,3.93,0.0,5.49,9.04,6.87,6.01,7.22,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,5,3,0,1,3,7,1,3
5,7,1,1,0,5,0,0,17,4.26,0.0,6.88,8.85,6.71,6.27,7.21,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,4,3,3,0,4,6,7,0,0
5,5,1,1,0,5,0,1,17,4.23,0.0,6.95,9.29,7.06,0.0,7.06,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,3,3,3,0,1,5,7,1,0
6,5,0,1,0,5,0,0,17,4.11,0.0,0.0,9.17,6.35,6.26,7.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,3,2,3,0,1,1,7,0,0
5,6,0,1,0,5,0,1,17,4.11,0.0,5.47,9.11,6.42,6.21,7.01,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,3,3,3,0,2,2,7,1,0
7,5,1,2,1,10,1,2,17,4.47,4.61,6.99,9.38,7.33,6.68,7.75,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,1,6,7,1,0
6,5,0,2,1,9,1,2,17,4.45,5.25,6.66,9.19,7.0,7.45,7.94,5.38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,0,1,2,7,3,4
7,5,1,2,1,7,1,2,17,4.39,5.53,7.15,9.2,7.39,0.0,7.39,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,0,2,1,9,1,2,17,4.09,0.0,5.87,9.56,7.0,7.0,7.7,0.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,0,2,1,8,1,2,17,4.45,0.0,0.0,9.26,7.17,6.6,7.62,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,3,1,7,3,0
7,5,0,2,1,6,1,2,17,4.19,0.0,0.0,9.27,6.44,6.59,7.21,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,4,4,5,4,0,1,1,7,3,0
8,5,0,2,0,7,1,3,17,4.19,5.06,0.0,9.14,7.39,0.0,7.39,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,3,1,7,2,0
9,5,1,2,0,7,2,3,17,4.52,6.32,7.64,9.37,7.73,0.0,7.73,5.55,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,4,5,5,0,4,6,7,2,0
9,5,1,2,1,8,2,3,17,4.52,6.0,7.05,9.37,7.48,0.0,7.48,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,5,5,0,3,6,7,3,0
7,5,0,2,1,9,1,3,17,4.09,0.0,3.93,9.33,6.99,6.93,7.65,0.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,4,7,1,0
8,5,1,2,0,6,1,3,17,4.45,5.71,6.65,9.35,7.32,0.0,7.32,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,4,6,7,3,0
6,6,1,2,0,6,1,2,17,4.36,0.0,5.57,9.35,7.4,0.0,7.4,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,5,3,0,4,2,7,1,0
6,5,1,2,1,8,0,2,17,4.38,0.0,6.14,9.46,6.42,6.98,7.43,0.0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,4,0,4,6,7,2,0
5,7,1,1,0,5,0,2,17,4.19,0.0,6.58,9.19,6.9,0.0,6.9,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,5,3,0,1,6,7,1,0
5,6,0,1,1,6,0,1,17,4.33,0.0,0.0,9.16,7.0,0.0,7.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,5,4,0,1,1,7,1,0
5,5,0,1,0,5,0,2,17,4.06,0.0,6.53,9.13,6.9,0.0,6.9,0.0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,5,3,0,1,6,7,1,0
7,5,1,2,0,5,1,2,17,4.26,5.02,7.18,9.07,7.26,0.0,7.26,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,4,6,7,2,0
6,5,1,2,1,6,0,2,17,4.51,4.86,6.54,9.48,6.77,6.8,7.48,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,1,6,7,2,0
7,5,0,2,1,6,0,2,17,4.23,4.8,6.27,9.1,6.66,6.77,7.41,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,2,6,7,2,0
7,5,1,2,1,7,0,2,17,4.23,5.07,6.45,9.12,6.78,6.81,7.49,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,0,2,1,8,0,2,17,4.06,0.0,0.0,9.1,6.78,6.74,7.45,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,5,4,0,3,1,7,3,0
7,5,0,2,0,6,0,2,17,4.54,4.84,0.0,9.15,7.3,0.0,7.3,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
7,5,1,2,0,6,1,2,17,4.49,4.61,6.83,9.46,7.31,0.0,7.31,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,2,6,7,2,0
7,5,0,2,1,7,1,2,17,4.39,5.15,5.89,9.43,6.87,6.72,7.49,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,1,2,1,6,0,2,17,4.33,0.0,6.5,9.41,6.83,6.8,7.51,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,1,2,1,6,1,2,17,4.23,5.09,6.19,9.33,6.83,6.77,7.49,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,2,6,7,2,0
5,6,1,1,0,5,0,1,17,3.82,0.0,5.64,9.13,6.84,0.0,6.84,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,3,2,7,1,3
5,8,0,2,0,6,0,1,17,4.19,5.4,6.39,9.03,6.89,0.0,6.89,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,3,6,7,1,0
5,6,1,1,0,5,0,2,17,4.26,5.2,6.66,9.41,7.07,0.0,7.07,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,2,5,7,1,0
6,6,1,1,0,5,0,2,17,4.26,0.0,6.23,9.3,6.93,0.0,6.93,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,4,6,7,1,3
5,6,0,1,1,5,1,2,17,4.26,5.18,5.69,9.13,6.98,0.0,6.98,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,5,7,1,3
5,6,1,2,0,5,0,2,17,3.71,0.0,4.49,9.57,7.35,0.0,7.35,5.43,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,3,5,3,0
5,6,0,1,0,5,0,1,17,4.49,0.0,0.0,8.99,6.83,0.0,6.83,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,1,1,7,1,3
5,7,0,1,0,5,0,1,17,4.11,0.0,5.97,8.88,6.76,0.0,6.76,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,3,5,7,1,0
5,7,0,1,0,4,0,1,17,4.11,0.0,6.45,8.88,6.66,0.0,6.66,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,5,3,0,3,5,7,1,3
8,5,0,2,0,7,1,2,17,4.33,5.64,0.0,9.18,7.49,0.0,7.49,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
8,5,1,2,1,7,1,2,17,4.33,0.0,6.69,9.16,7.03,6.81,7.62,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,1,2,1,7,1,3,17,4.26,0.0,6.6,9.24,6.9,6.77,7.53,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,0,2,1,8,1,2,17,4.26,5.43,0.0,9.25,7.16,6.77,7.68,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
8,5,0,2,1,7,2,3,17,4.3,5.77,6.51,9.11,6.91,6.74,7.52,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,2,6,7,3,4
7,5,0,2,1,8,1,2,17,4.33,5.31,5.53,9.34,7.05,6.78,7.62,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,3,5,7,3,0
8,5,0,2,1,7,1,2,17,4.26,5.98,0.0,9.13,6.96,7.1,7.72,5.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,0,1,1,7,3,0
9,5,1,2,1,7,1,3,17,3.82,4.91,7.09,9.18,7.22,6.37,7.57,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,0,2,6,7,3,0
8,5,1,2,0,6,1,3,17,3.82,5.48,7.34,9.61,7.49,0.0,7.49,0.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,5,5,4,0,4,6,7,2,0
8,5,0,2,1,9,1,2,17,4.51,0.0,0.0,9.33,7.05,7.04,7.74,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,4,5,4,0,2,1,7,1,0
7,5,1,2,1,8,0,2,17,4.19,5.53,6.31,9.01,6.79,6.79,7.48,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,0,2,1,9,1,2,17,3.74,0.0,0.0,9.3,7.03,7.09,7.75,0.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,5,4,0,1,1,7,2,0
7,5,0,2,1,6,0,2,17,4.29,0.0,0.0,8.89,6.68,6.74,7.4,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
8,5,0,2,1,7,1,2,17,4.57,5.26,0.0,9.37,6.79,6.78,7.48,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,3,1,7,1,0
7,5,1,2,1,8,1,2,17,4.26,0.0,6.47,9.08,6.84,6.88,7.55,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,1,0
6,5,1,1,0,3,0,2,17,3.64,5.14,6.53,8.4,6.74,0.0,6.74,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,3,6,7,3,0
6,5,1,1,0,3,0,2,17,3.64,5.33,6.5,8.4,6.74,0.0,6.74,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,2,6,7,2,0
6,5,1,2,0,7,1,2,17,4.33,5.38,6.9,9.48,7.31,0.0,7.31,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,4,6,7,3,0
6,5,2,2,0,8,0,3,17,4.43,0.0,7.37,9.22,7.52,0.0,7.52,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,5,3,0,4,6,7,1,0
7,5,1,2,0,7,0,2,17,4.26,4.74,6.7,9.12,7.34,0.0,7.34,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,3,6,7,2,0
7,5,1,2,1,8,0,2,17,4.19,5.28,6.56,9.04,6.75,6.75,7.44,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,0,2,0,6,0,2,17,4.33,3.93,3.22,9.19,7.28,0.0,7.28,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,2,6,7,1,0
7,5,1,2,0,8,0,2,17,4.19,5.59,6.85,9.04,7.27,0.0,7.27,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,2,6,7,1,0
7,5,0,2,1,6,0,2,17,4.17,0.0,6.2,9.03,6.65,6.7,7.37,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
8,5,0,2,0,7,0,2,17,4.45,0.0,0.0,9.31,7.12,0.0,7.12,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,5,5,4,0,3,1,7,2,0
7,6,0,2,0,6,0,3,17,4.45,5.36,4.04,9.31,7.36,0.0,7.36,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,1,6,7,2,0
